contract_id,account_id,signed_date,start_date,end_date,term_months,auto_renew,status,billing_cycle,currency,list_price,negotiated_discount_pct,contracted_mrr,annual_contract_value,payment_terms_days,billing_contact_id,csm_id,legal_entity,pricing_model,committed_units,overage_rate_per_unit,unit_type,sla_tier,support_tier,implementation_included,data_region,arr,contract_owner,renewal_probability,primary_product_sku,created_by,created_at
CTR00170,ACC0091,2022-04-16,2022-05-01,2024-04-30,24,True,expired,monthly,EUR,5000.0,0.05,6750.0,81000.0,30,BIL2027,CSM13,Entity-3,flat,0,0.0,none,platinum,enterprise,False,us-east-1,81000.0,AE13,0.74,PRD-PLAT-ENT,CSM13,2022-04-16T09:00:00Z
CTR00171,ACC0092,2023-01-01,2023-01-19,2025-01-18,24,True,expired,monthly,GBP,5000.0,0.2,6350.0,76200.0,30,BIL5681,CSM09,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,76200.0,AE01,0.95,PRD-PLAT-ENT,CSM09,2023-01-01T09:00:00Z
CTR00172,ACC0092,2024-09-18,2024-10-11,2027-10-10,36,True,active,monthly,GBP,5000.0,0.1,6500.0,78000.0,45,BIL4227,CSM09,Entity-4,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,78000.0,AE01,0.68,PRD-PLAT-ENT,CSM09,2024-09-18T09:00:00Z
CTR00173,ACC0093,2022-09-19,2022-10-01,2025-09-30,36,True,active,monthly,EUR,5000.0,0.05,6750.0,81000.0,45,BIL3520,CSM16,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,81000.0,AE15,0.7,PRD-PLAT-ENT,CSM16,2022-09-19T09:00:00Z
CTR00174,ACC0094,2024-07-11,2024-07-22,2027-07-21,36,True,active,monthly,EUR,5000.0,0.1,6500.0,78000.0,60,BIL1226,CSM13,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,78000.0,AE10,0.89,PRD-PLAT-ENT,CSM13,2024-07-11T09:00:00Z
CTR00175,ACC0094,2024-03-22,2024-04-14,2027-04-13,36,True,active,monthly,EUR,5000.0,0.0,7000.0,84000.0,30,BIL7876,CSM13,Entity-3,flat,0,0.0,none,platinum,enterprise,False,us-east-1,84000.0,AE10,0.92,PRD-PLAT-ENT,CSM13,2024-03-22T09:00:00Z
CTR00176,ACC0095,2023-02-01,2023-02-14,2024-02-13,12,True,expired,monthly,USD,5000.0,0.15,7750.0,93000.0,30,BIL9765,CSM05,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,eu-west-1,93000.0,AE06,0.93,PRD-PLAT-ENT,CSM05,2023-02-01T09:00:00Z
CTR00177,ACC0096,2024-08-10,2024-09-01,2026-08-31,24,True,active,monthly,GBP,5000.0,0.1,6800.0,81600.0,30,BIL1427,CSM01,Entity-3,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,81600.0,AE13,0.77,PRD-PLAT-ENT,CSM01,2024-08-10T09:00:00Z
CTR00178,ACC0096,2024-04-15,2024-05-10,2025-05-09,12,True,expired,monthly,GBP,5000.0,0.0,7000.0,84000.0,30,BIL5609,CSM01,Entity-4,flat,0,0.0,none,platinum,enterprise,False,ap-southeast-1,84000.0,AE13,0.74,PRD-PLAT-ENT,CSM01,2024-04-15T09:00:00Z
CTR00179,ACC0097,2024-09-29,2024-10-23,2026-10-22,24,False,active,monthly,USD,5000.0,0.1,6500.0,78000.0,45,BIL7926,CSM16,Entity-1,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,78000.0,AE04,0.89,PRD-PLAT-ENT,CSM16,2024-09-29T09:00:00Z
CTR00180,ACC0098,2023-02-19,2023-03-01,2024-02-29,12,True,expired,monthly,USD,5000.0,0.15,7100.0,85200.0,30,BIL9228,CSM17,Entity-5,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,85200.0,AE01,0.88,PRD-PLAT-ENT,CSM17,2023-02-19T09:00:00Z
CTR00181,ACC0098,2022-09-25,2022-10-08,2024-10-07,24,False,expired,monthly,USD,5000.0,0.0,7000.0,84000.0,30,BIL6123,CSM17,Entity-3,flat,0,0.0,none,platinum,enterprise,False,us-east-1,84000.0,AE01,0.67,PRD-PLAT-ENT,CSM17,2022-09-25T09:00:00Z
CTR00182,ACC0099,2024-09-21,2024-10-01,2025-09-30,12,True,active,monthly,USD,5000.0,0.1,7050.0,84600.0,30,BIL5278,CSM02,Entity-4,mixed,0,0.0,none,platinum,enterprise,True,us-east-1,84600.0,AE15,0.71,PRD-PLAT-ENT,CSM02,2024-09-21T09:00:00Z
CTR00183,ACC0099,2024-12-02,2024-12-12,2026-12-11,24,False,active,monthly,USD,5000.0,0.15,6250.0,75000.0,45,BIL7564,CSM02,Entity-2,flat,0,0.0,none,platinum,enterprise,False,us-east-1,75000.0,AE15,0.83,PRD-PLAT-ENT,CSM02,2024-12-02T09:00:00Z
CTR00184,ACC0100,2024-02-20,2024-03-01,2026-02-28,24,True,active,monthly,EUR,5000.0,0.0,8550.0,102600.0,30,BIL3313,CSM04,Entity-2,mixed,0,0.0,none,platinum,enterprise,True,ap-southeast-1,102600.0,AE08,0.97,PRD-PLAT-ENT,CSM04,2024-02-20T09:00:00Z
CTR00185,ACC0101,2022-07-02,2022-07-16,2024-07-15,24,False,expired,monthly,EUR,2000.0,0.1,2300.0,27600.0,45,BIL6476,CSM16,Entity-3,flat,0,0.0,none,gold,professional,False,ap-southeast-1,27600.0,AE04,0.89,PRD-PLAT-MM,CSM16,2022-07-02T09:00:00Z
CTR00186,ACC0102,2024-05-07,2024-05-19,2025-05-18,12,True,expired,monthly,EUR,2000.0,0.15,2700.0,32400.0,60,BIL5967,CSM13,Entity-3,mixed,0,0.0,none,gold,professional,False,us-east-1,32400.0,AE11,0.71,PRD-PLAT-MM,CSM13,2024-05-07T09:00:00Z
CTR00187,ACC0103,2024-05-15,2024-06-09,2026-06-08,24,False,active,monthly,USD,2000.0,0.2,2100.0,25200.0,30,BIL2845,CSM11,Entity-3,flat,0,0.0,none,gold,professional,False,eu-west-1,25200.0,AE01,0.56,PRD-PLAT-MM,CSM11,2024-05-15T09:00:00Z
CTR00188,ACC0103,2023-03-26,2023-04-05,2025-04-04,24,False,expired,monthly,USD,2000.0,0.05,2400.0,28800.0,30,BIL6262,CSM11,Entity-2,flat,0,0.0,none,gold,professional,False,eu-west-1,28800.0,AE01,0.61,PRD-PLAT-MM,CSM11,2023-03-26T09:00:00Z
CTR00189,ACC0104,2023-05-17,2023-06-05,2024-06-04,12,False,expired,monthly,USD,2000.0,0.15,2200.0,26400.0,30,BIL9847,CSM11,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,26400.0,AE14,0.83,PRD-PLAT-MM,CSM11,2023-05-17T09:00:00Z
CTR00190,ACC0105,2022-05-13,2022-05-21,2023-05-20,12,True,expired,monthly,USD,2000.0,0.2,2100.0,25200.0,30,BIL1310,CSM15,Entity-4,flat,0,0.0,none,gold,professional,False,ap-southeast-1,25200.0,AE11,0.66,PRD-PLAT-MM,CSM15,2022-05-13T09:00:00Z
CTR00191,ACC0106,2022-01-30,2022-02-20,2023-02-19,12,True,expired,monthly,USD,2000.0,0.0,2500.0,30000.0,30,BIL8520,CSM05,Entity-1,flat,0,0.0,none,gold,professional,False,ap-southeast-1,30000.0,AE14,0.86,PRD-PLAT-MM,CSM05,2022-01-30T09:00:00Z
CTR00192,ACC0107,2022-07-29,2022-08-19,2023-08-18,12,False,expired,monthly,USD,2000.0,0.0,3500.0,42000.0,30,BIL9149,CSM20,Entity-2,mixed,0,0.0,none,gold,professional,False,eu-west-1,42000.0,AE02,0.77,PRD-PLAT-MM,CSM20,2022-07-29T09:00:00Z
CTR00193,ACC0107,2023-04-19,2023-05-05,2024-05-04,12,True,expired,monthly,USD,2000.0,0.05,2700.0,32400.0,30,BIL2170,CSM20,Entity-2,mixed,0,0.0,none,gold,professional,False,eu-west-1,32400.0,AE02,0.98,PRD-PLAT-MM,CSM20,2023-04-19T09:00:00Z
CTR00194,ACC0108,2022-04-11,2022-04-26,2024-04-25,24,True,expired,monthly,EUR,2000.0,0.0,2500.0,30000.0,45,BIL6426,CSM16,Entity-5,flat,0,0.0,none,gold,professional,False,eu-west-1,30000.0,AE15,0.97,PRD-PLAT-MM,CSM16,2022-04-11T09:00:00Z
CTR00195,ACC0109,2022-04-27,2022-05-08,2023-05-07,12,True,expired,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL9317,CSM09,Entity-5,flat,0,0.0,none,gold,professional,False,us-west-2,27600.0,AE03,0.95,PRD-PLAT-MM,CSM09,2022-04-27T09:00:00Z
CTR00196,ACC0110,2023-08-08,2023-08-15,2025-08-14,24,True,active,monthly,USD,2000.0,0.15,3200.0,38400.0,60,BIL4146,CSM02,Entity-2,mixed,0,0.0,none,gold,professional,False,ap-southeast-1,38400.0,AE01,0.86,PRD-PLAT-MM,CSM02,2023-08-08T09:00:00Z
CTR00197,ACC0111,2022-02-26,2022-03-19,2024-03-18,24,True,expired,monthly,USD,2000.0,0.0,2500.0,30000.0,60,BIL7991,CSM03,Entity-4,flat,0,0.0,none,gold,professional,False,ap-southeast-1,30000.0,AE01,0.89,PRD-PLAT-MM,CSM03,2022-02-26T09:00:00Z
CTR00198,ACC0111,2022-10-03,2022-10-10,2024-10-09,24,False,expired,monthly,USD,2000.0,0.05,3900.0,46800.0,30,BIL6244,CSM03,Entity-3,mixed,0,0.0,none,gold,professional,False,ap-southeast-1,46800.0,AE01,0.61,PRD-PLAT-MM,CSM03,2022-10-03T09:00:00Z
CTR00199,ACC0112,2023-01-31,2023-02-14,2025-02-13,24,True,expired,monthly,USD,2000.0,0.0,4000.0,48000.0,30,BIL5300,CSM08,Entity-3,mixed,0,0.0,none,gold,professional,False,us-east-1,48000.0,AE12,0.57,PRD-PLAT-MM,CSM08,2023-01-31T09:00:00Z
CTR00200,ACC0113,2022-08-13,2022-08-20,2024-08-19,24,True,expired,monthly,USD,2000.0,0.1,3300.0,39600.0,30,BIL1819,CSM01,Entity-3,mixed,0,0.0,none,gold,professional,False,eu-west-1,39600.0,AE02,0.57,PRD-PLAT-MM,CSM01,2022-08-13T09:00:00Z
CTR00201,ACC0114,2022-05-18,2022-06-11,2024-06-10,24,True,expired,monthly,USD,2000.0,0.2,2100.0,25200.0,30,BIL9559,CSM05,Entity-2,flat,0,0.0,none,gold,professional,False,us-west-2,25200.0,AE10,0.65,PRD-PLAT-MM,CSM05,2022-05-18T09:00:00Z
CTR00202,ACC0114,2022-07-03,2022-07-21,2024-07-20,24,False,expired,monthly,USD,2000.0,0.0,2500.0,30000.0,30,BIL8064,CSM05,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,30000.0,AE10,0.55,PRD-PLAT-MM,CSM05,2022-07-03T09:00:00Z
CTR00203,ACC0115,2024-03-03,2024-03-23,2025-03-22,12,True,expired,monthly,EUR,2000.0,0.1,2300.0,27600.0,45,BIL5676,CSM17,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,27600.0,AE01,0.73,PRD-PLAT-MM,CSM17,2024-03-03T09:00:00Z
CTR00204,ACC0115,2024-10-02,2024-10-12,2025-10-11,12,True,active,monthly,EUR,2000.0,0.0,2500.0,30000.0,30,BIL4532,CSM17,Entity-1,mixed,0,0.0,none,gold,professional,False,us-west-2,30000.0,AE01,0.67,PRD-PLAT-MM,CSM17,2024-10-02T09:00:00Z
CTR00205,ACC0116,2022-10-23,2022-11-13,2024-11-12,24,False,expired,monthly,USD,2000.0,0.2,2100.0,25200.0,30,BIL1711,CSM11,Entity-3,flat,0,0.0,none,gold,professional,False,eu-west-1,25200.0,AE05,0.87,PRD-PLAT-MM,CSM11,2022-10-23T09:00:00Z
CTR00206,ACC0116,2024-01-12,2024-01-19,2025-01-18,12,True,expired,monthly,USD,2000.0,0.15,2200.0,26400.0,30,BIL3135,CSM11,Entity-3,flat,0,0.0,none,gold,professional,False,eu-west-1,26400.0,AE05,0.66,PRD-PLAT-MM,CSM11,2024-01-12T09:00:00Z
CTR00207,ACC0117,2024-01-16,2024-02-10,2026-02-09,24,True,active,monthly,EUR,2000.0,0.05,2400.0,28800.0,60,BIL8967,CSM04,Entity-3,flat,0,0.0,none,gold,professional,False,eu-west-1,28800.0,AE13,0.79,PRD-PLAT-MM,CSM04,2024-01-16T09:00:00Z
CTR00208,ACC0117,2024-05-08,2024-05-18,2026-05-17,24,True,active,monthly,EUR,2000.0,0.0,2500.0,30000.0,30,BIL2598,CSM04,Entity-5,flat,0,0.0,none,gold,professional,False,eu-west-1,30000.0,AE13,0.89,PRD-PLAT-MM,CSM04,2024-05-08T09:00:00Z
CTR00209,ACC0118,2022-09-20,2022-10-05,2025-10-04,36,False,active,monthly,USD,2000.0,0.15,2200.0,26400.0,30,BIL9928,CSM02,Entity-3,flat,0,0.0,none,gold,professional,False,us-east-1,26400.0,AE07,0.68,PRD-PLAT-MM,CSM02,2022-09-20T09:00:00Z
CTR00210,ACC0119,2024-06-28,2024-07-22,2027-07-21,36,False,active,monthly,USD,2000.0,0.05,2400.0,28800.0,45,BIL6759,CSM08,Entity-3,flat,0,0.0,none,gold,professional,False,us-east-1,28800.0,AE14,0.86,PRD-PLAT-MM,CSM08,2024-06-28T09:00:00Z
CTR00211,ACC0119,2024-07-07,2024-07-26,2027-07-25,36,True,active,monthly,USD,2000.0,0.0,2500.0,30000.0,30,BIL1811,CSM08,Entity-2,flat,0,0.0,none,gold,professional,False,us-east-1,30000.0,AE14,0.83,PRD-PLAT-MM,CSM08,2024-07-07T09:00:00Z
CTR00212,ACC0120,2022-11-18,2022-12-08,2023-12-07,12,True,expired,monthly,USD,2000.0,0.0,2550.0,30600.0,45,BIL7150,CSM06,Entity-5,mixed,0,0.0,none,gold,professional,False,us-west-2,30600.0,AE07,0.8,PRD-PLAT-MM,CSM06,2022-11-18T09:00:00Z
CTR00213,ACC0120,2024-09-11,2024-10-01,2025-09-30,12,True,active,monthly,USD,2000.0,0.0,2800.0,33600.0,30,BIL3672,CSM06,Entity-5,mixed,0,0.0,none,gold,professional,False,us-west-2,33600.0,AE07,0.96,PRD-PLAT-MM,CSM06,2024-09-11T09:00:00Z
CTR00214,ACC0121,2022-03-04,2022-03-22,2025-03-21,36,True,expired,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL5256,CSM17,Entity-3,mixed,0,0.0,none,gold,professional,False,us-east-1,27600.0,AE08,0.83,PRD-PLAT-MM,CSM17,2022-03-04T09:00:00Z
CTR00215,ACC0122,2023-01-28,2023-02-24,2025-02-23,24,True,expired,monthly,EUR,2000.0,0.0,2550.0,30600.0,45,BIL4087,CSM19,Entity-3,mixed,0,0.0,none,gold,professional,False,eu-west-1,30600.0,AE05,0.86,PRD-PLAT-MM,CSM19,2023-01-28T09:00:00Z
CTR00216,ACC0123,2024-07-21,2024-08-08,2025-08-07,12,True,active,monthly,EUR,2000.0,0.0,2500.0,30000.0,45,BIL3640,CSM11,Entity-4,flat,0,0.0,none,gold,professional,False,ap-southeast-1,30000.0,AE05,0.85,PRD-PLAT-MM,CSM11,2024-07-21T09:00:00Z
CTR00217,ACC0123,2024-09-11,2024-10-09,2025-10-08,12,True,active,monthly,EUR,2000.0,0.0,2500.0,30000.0,30,BIL3874,CSM11,Entity-3,mixed,0,0.0,none,gold,professional,False,ap-southeast-1,30000.0,AE05,0.89,PRD-PLAT-MM,CSM11,2024-09-11T09:00:00Z
CTR00218,ACC0124,2024-05-02,2024-05-25,2025-05-24,12,True,expired,monthly,USD,2000.0,0.15,2200.0,26400.0,30,BIL3111,CSM11,Entity-2,flat,0,0.0,none,gold,professional,False,ap-southeast-1,26400.0,AE15,0.72,PRD-PLAT-MM,CSM11,2024-05-02T09:00:00Z
CTR00219,ACC0125,2023-11-23,2023-12-10,2024-12-09,12,True,expired,monthly,USD,2000.0,0.15,2200.0,26400.0,45,BIL4692,CSM04,Entity-1,flat,0,0.0,none,gold,professional,False,us-east-1,26400.0,AE01,0.74,PRD-PLAT-MM,CSM04,2023-11-23T09:00:00Z
CTR00220,ACC0126,2023-03-08,2023-04-01,2024-03-31,12,True,expired,monthly,USD,2000.0,0.05,2400.0,28800.0,30,BIL5781,CSM08,Entity-5,flat,0,0.0,none,gold,professional,False,us-west-2,28800.0,AE02,0.9,PRD-PLAT-MM,CSM08,2023-03-08T09:00:00Z
CTR00221,ACC0127,2024-03-05,2024-03-18,2027-03-17,36,False,active,monthly,USD,2000.0,0.0,3000.0,36000.0,45,BIL1620,CSM06,Entity-3,mixed,0,0.0,none,gold,professional,False,eu-west-1,36000.0,AE13,0.57,PRD-PLAT-MM,CSM06,2024-03-05T09:00:00Z
CTR00222,ACC0127,2024-11-03,2024-11-20,2025-11-19,12,True,active,monthly,USD,2000.0,0.0,2500.0,30000.0,60,BIL3966,CSM06,Entity-4,flat,0,0.0,none,gold,professional,False,eu-west-1,30000.0,AE13,0.84,PRD-PLAT-MM,CSM06,2024-11-03T09:00:00Z
CTR00223,ACC0128,2023-06-17,2023-07-05,2024-07-04,12,True,expired,monthly,USD,2000.0,0.05,2400.0,28800.0,30,BIL6015,CSM01,Entity-5,flat,0,0.0,none,gold,professional,False,us-west-2,28800.0,AE02,0.69,PRD-PLAT-MM,CSM01,2023-06-17T09:00:00Z
CTR00224,ACC0128,2023-08-30,2023-09-25,2026-09-24,36,True,active,monthly,USD,2000.0,0.05,2400.0,28800.0,30,BIL1508,CSM01,Entity-1,flat,0,0.0,none,gold,professional,False,us-west-2,28800.0,AE02,0.95,PRD-PLAT-MM,CSM01,2023-08-30T09:00:00Z
CTR00225,ACC0129,2022-03-31,2022-04-18,2024-04-17,24,True,expired,monthly,USD,2000.0,0.1,2300.0,27600.0,45,BIL6371,CSM20,Entity-5,flat,0,0.0,none,gold,professional,False,us-east-1,27600.0,AE06,0.56,PRD-PLAT-MM,CSM20,2022-03-31T09:00:00Z
CTR00226,ACC0129,2024-01-28,2024-02-13,2025-02-12,12,False,expired,monthly,USD,2000.0,0.0,2500.0,30000.0,60,BIL3638,CSM20,Entity-3,mixed,0,0.0,none,gold,professional,False,us-east-1,30000.0,AE06,0.97,PRD-PLAT-MM,CSM20,2024-01-28T09:00:00Z
CTR00227,ACC0130,2024-10-18,2024-11-05,2025-11-04,12,True,active,monthly,USD,2000.0,0.0,2500.0,30000.0,30,BIL8769,CSM16,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,30000.0,AE02,0.56,PRD-PLAT-MM,CSM16,2024-10-18T09:00:00Z
CTR00228,ACC0130,2024-05-10,2024-06-06,2025-06-05,12,True,expired,monthly,USD,2000.0,0.2,2100.0,25200.0,45,BIL6607,CSM16,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,25200.0,AE02,0.9,PRD-PLAT-MM,CSM16,2024-05-10T09:00:00Z
CTR00229,ACC0131,2022-11-20,2022-12-01,2023-11-30,12,True,expired,monthly,EUR,2000.0,0.1,2300.0,27600.0,45,BIL7847,CSM02,Entity-4,flat,0,0.0,none,gold,professional,False,eu-west-1,27600.0,AE05,0.69,PRD-PLAT-MM,CSM02,2022-11-20T09:00:00Z
CTR00230,ACC0132,2022-05-30,2022-06-13,2023-06-12,12,True,expired,monthly,EUR,2000.0,0.0,2500.0,30000.0,30,BIL6045,CSM08,Entity-5,flat,0,0.0,none,gold,professional,False,us-east-1,30000.0,AE13,0.61,PRD-PLAT-MM,CSM08,2022-05-30T09:00:00Z
CTR00231,ACC0132,2022-08-28,2022-09-13,2023-09-12,12,True,expired,monthly,EUR,2000.0,0.0,2500.0,30000.0,60,BIL5259,CSM08,Entity-1,mixed,0,0.0,none,gold,professional,False,us-east-1,30000.0,AE13,0.8,PRD-PLAT-MM,CSM08,2022-08-28T09:00:00Z
CTR00232,ACC0133,2023-09-26,2023-10-13,2025-10-12,24,False,active,monthly,USD,2000.0,0.2,2150.0,25800.0,60,BIL8512,CSM16,Entity-3,mixed,0,0.0,none,gold,professional,False,us-west-2,25800.0,AE06,0.89,PRD-PLAT-MM,CSM16,2023-09-26T09:00:00Z
CTR00233,ACC0133,2023-03-30,2023-04-09,2024-04-08,12,True,expired,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL4123,CSM16,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,27600.0,AE06,0.84,PRD-PLAT-MM,CSM16,2023-03-30T09:00:00Z
CTR00234,ACC0134,2023-06-20,2023-07-07,2025-07-06,24,True,active,monthly,EUR,2000.0,0.0,2800.0,33600.0,30,BIL9064,CSM05,Entity-2,mixed,0,0.0,none,gold,professional,False,us-west-2,33600.0,AE13,0.56,PRD-PLAT-MM,CSM05,2023-06-20T09:00:00Z
CTR00235,ACC0134,2022-01-24,2022-02-18,2024-02-17,24,True,expired,monthly,EUR,2000.0,0.05,2400.0,28800.0,30,BIL9552,CSM05,Entity-2,flat,0,0.0,none,gold,professional,False,us-west-2,28800.0,AE13,0.65,PRD-PLAT-MM,CSM05,2022-01-24T09:00:00Z
CTR00236,ACC0135,2024-05-21,2024-06-09,2027-06-08,36,False,active,monthly,EUR,2000.0,0.05,2400.0,28800.0,30,BIL6162,CSM02,Entity-4,flat,0,0.0,none,gold,professional,False,ap-southeast-1,28800.0,AE10,0.86,PRD-PLAT-MM,CSM02,2024-05-21T09:00:00Z
CTR00237,ACC0136,2023-06-10,2023-06-25,2026-06-24,36,True,active,monthly,USD,2000.0,0.05,2400.0,28800.0,30,BIL4640,CSM10,Entity-5,flat,0,0.0,none,gold,professional,False,ap-southeast-1,28800.0,AE05,0.62,PRD-PLAT-MM,CSM10,2023-06-10T09:00:00Z
CTR00238,ACC0137,2024-08-08,2024-08-18,2027-08-17,36,True,active,monthly,EUR,2000.0,0.15,3200.0,38400.0,60,BIL8738,CSM18,Entity-2,mixed,0,0.0,none,gold,professional,False,eu-west-1,38400.0,AE13,0.67,PRD-PLAT-MM,CSM18,2024-08-08T09:00:00Z
CTR00239,ACC0138,2022-12-16,2023-01-07,2024-01-06,12,True,expired,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL7751,CSM18,Entity-2,mixed,0,0.0,none,gold,professional,False,eu-west-1,27600.0,AE05,0.61,PRD-PLAT-MM,CSM18,2022-12-16T09:00:00Z
CTR00240,ACC0138,2023-05-09,2023-06-01,2024-05-31,12,True,expired,monthly,USD,2000.0,0.1,2350.0,28200.0,30,BIL1514,CSM18,Entity-2,mixed,0,0.0,none,gold,professional,False,eu-west-1,28200.0,AE05,0.6,PRD-PLAT-MM,CSM18,2023-05-09T09:00:00Z
CTR00241,ACC0139,2023-04-10,2023-05-09,2024-05-08,12,True,expired,monthly,EUR,2000.0,0.2,2100.0,25200.0,30,BIL2883,CSM05,Entity-3,flat,0,0.0,none,gold,professional,False,ap-southeast-1,25200.0,AE06,0.69,PRD-PLAT-MM,CSM05,2023-04-10T09:00:00Z
CTR00242,ACC0140,2022-08-17,2022-09-13,2023-09-12,12,True,expired,monthly,USD,2000.0,0.1,2800.0,33600.0,30,BIL2462,CSM20,Entity-2,mixed,0,0.0,none,gold,professional,False,us-west-2,33600.0,AE13,0.56,PRD-PLAT-MM,CSM20,2022-08-17T09:00:00Z
CTR00243,ACC0140,2024-03-22,2024-04-01,2027-03-31,36,True,active,monthly,USD,2000.0,0.05,2400.0,28800.0,45,BIL5086,CSM20,Entity-3,flat,0,0.0,none,gold,professional,False,us-west-2,28800.0,AE13,0.59,PRD-PLAT-MM,CSM20,2024-03-22T09:00:00Z
CTR00244,ACC0141,2024-11-08,2024-12-07,2026-12-06,24,True,active,monthly,USD,2000.0,0.1,2300.0,27600.0,45,BIL2053,CSM11,Entity-2,flat,0,0.0,none,gold,professional,False,eu-west-1,27600.0,AE14,0.77,PRD-PLAT-MM,CSM11,2024-11-08T09:00:00Z
CTR00245,ACC0142,2024-05-24,2024-06-13,2025-06-12,12,False,expired,monthly,USD,2000.0,0.0,2500.0,30000.0,30,BIL7708,CSM02,Entity-3,flat,0,0.0,none,gold,professional,False,us-east-1,30000.0,AE08,0.7,PRD-PLAT-MM,CSM02,2024-05-24T09:00:00Z
CTR00246,ACC0143,2024-11-09,2024-11-25,2025-11-24,12,True,active,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL4882,CSM20,Entity-1,flat,0,0.0,none,gold,professional,False,ap-southeast-1,27600.0,AE11,0.55,PRD-PLAT-MM,CSM20,2024-11-09T09:00:00Z
CTR00247,ACC0144,2024-11-04,2024-12-01,2026-11-30,24,True,active,monthly,USD,2000.0,0.0,2500.0,30000.0,30,BIL3949,CSM20,Entity-2,flat,0,0.0,none,gold,professional,False,us-east-1,30000.0,AE13,0.91,PRD-PLAT-MM,CSM20,2024-11-04T09:00:00Z
CTR00248,ACC0144,2022-11-01,2022-11-26,2024-11-25,24,False,expired,monthly,USD,2000.0,0.05,3400.0,40800.0,30,BIL7891,CSM20,Entity-1,mixed,0,0.0,none,gold,professional,False,us-east-1,40800.0,AE13,0.68,PRD-PLAT-MM,CSM20,2022-11-01T09:00:00Z
CTR00249,ACC0145,2022-08-26,2022-09-19,2023-09-18,12,True,expired,monthly,USD,2000.0,0.05,2450.0,29400.0,30,BIL3276,CSM15,Entity-3,mixed,0,0.0,none,gold,professional,False,ap-southeast-1,29400.0,AE02,0.71,PRD-PLAT-MM,CSM15,2022-08-26T09:00:00Z
CTR00250,ACC0146,2023-03-09,2023-03-23,2024-03-22,12,True,expired,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL8427,CSM09,Entity-2,flat,0,0.0,none,gold,professional,False,ap-southeast-1,27600.0,AE02,0.72,PRD-PLAT-MM,CSM09,2023-03-09T09:00:00Z
CTR00251,ACC0146,2024-07-16,2024-08-01,2025-07-31,12,False,active,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL2944,CSM09,Entity-3,flat,0,0.0,none,gold,professional,False,ap-southeast-1,27600.0,AE02,0.92,PRD-PLAT-MM,CSM09,2024-07-16T09:00:00Z
CTR00252,ACC0147,2022-10-27,2022-11-20,2025-11-19,36,False,active,monthly,USD,2000.0,0.1,2300.0,27600.0,30,BIL2612,CSM20,Entity-1,flat,0,0.0,none,gold,professional,False,us-east-1,27600.0,AE13,0.68,PRD-PLAT-MM,CSM20,2022-10-27T09:00:00Z
CTR00253,ACC0147,2024-11-13,2024-12-01,2027-11-30,36,False,active,monthly,USD,2000.0,0.05,3900.0,46800.0,30,BIL1629,CSM20,Entity-3,mixed,0,0.0,none,gold,professional,False,us-east-1,46800.0,AE13,0.72,PRD-PLAT-MM,CSM20,2024-11-13T09:00:00Z
CTR00254,ACC0148,2024-04-28,2024-05-22,2025-05-21,12,True,expired,monthly,USD,2000.0,0.0,3500.0,42000.0,60,BIL1912,CSM20,Entity-3,mixed,0,0.0,none,gold,professional,False,ap-southeast-1,42000.0,AE07,0.89,PRD-PLAT-MM,CSM20,2024-04-28T09:00:00Z
CTR00255,ACC0149,2022-01-22,2022-02-10,2023-02-09,12,True,expired,monthly,USD,2000.0,0.05,2400.0,28800.0,30,BIL9351,CSM06,Entity-4,flat,0,0.0,none,gold,professional,False,us-west-2,28800.0,AE07,0.79,PRD-PLAT-MM,CSM06,2022-01-22T09:00:00Z
CTR00256,ACC0150,2022-10-24,2022-11-17,2025-11-16,36,False,active,monthly,EUR,2000.0,0.15,2250.0,27000.0,30,BIL2288,CSM09,Entity-2,mixed,0,0.0,none,gold,professional,False,us-east-1,27000.0,AE03,0.61,PRD-PLAT-MM,CSM09,2022-10-24T09:00:00Z
