customer_id,customer_name,region,segment,account_manager,credit_terms,onboarding_date,primary_contact_email,billing_address_line1,billing_address_city,billing_address_state,billing_address_zip,industry_code,source_system,created_at
CUST-00567,Customer Account 00567 Inc,West,Enterprise,AM-011,Net60,2016-08-16,contact00567@customer00567.example.com,7343 Commerce St,West City 30,XX,81533,RTL,CRM-Legacy,2024-01-14
CUST-00568,Customer Account 00568 Inc,West,Mid-Market,AM-011,Net60,2019-01-29,contact00568@customer00568.example.com,8095 Commerce St,West City 20,XX,99215,LOG,CRM-NextGen,2022-11-09
CUST-00569,Customer Account 00569 Inc,East,Mid-Market,AM-001,Prepaid,2022-10-19,contact00569@customer00569.example.com,1551 Commerce St,East City 1,XX,57590,TEC,Manual-Import,2018-02-17
CUST-00570,Customer Account 00570 Inc,Central,Mid-Market,AM-025,Prepaid,2019-03-21,contact00570@customer00570.example.com,5649 Commerce St,Central City 35,XX,11645,TEC,Manual-Import,2023-06-04
CUST-00571,Customer Account 00571 Inc,North,Mid-Market,AM-043,Net60,2020-01-20,contact00571@customer00571.example.com,6614 Commerce St,North City 16,XX,25946,AGR,CRM-Legacy,2017-07-16
CUST-00572,Customer Account 00572 Inc,Central,Mid-Market,AM-056,Net45,2021-01-09,contact00572@customer00572.example.com,6130 Commerce St,Central City 21,XX,68961,TEC,Manual-Import,2021-06-26
CUST-00573,Customer Account 00573 Inc,South,Mid-Market,AM-039,Prepaid,2020-10-13,contact00573@customer00573.example.com,632 Commerce St,South City 14,XX,98580,CON,Manual-Import,2020-07-01
CUST-00574,Customer Account 00574 Inc,North,SMB,AM-011,Prepaid,2019-10-03,contact00574@customer00574.example.com,7271 Commerce St,North City 22,XX,76582,CON,CRM-NextGen,2021-05-12
CUST-00575,Customer Account 00575 Inc,South,Mid-Market,AM-045,Net60,2016-11-27,contact00575@customer00575.example.com,3836 Commerce St,South City 27,XX,34966,RTL,CRM-NextGen,2016-12-09
CUST-00576,Customer Account 00576 Inc,West,Mid-Market,AM-008,Prepaid,2024-02-23,contact00576@customer00576.example.com,885 Commerce St,West City 7,XX,75896,HLC,CRM-NextGen,2023-07-25
CUST-00577,Customer Account 00577 Inc,North,Mid-Market,AM-057,Net60,2023-03-26,contact00577@customer00577.example.com,5582 Commerce St,North City 6,XX,32402,AGR,CRM-NextGen,2016-02-09
CUST-00578,Customer Account 00578 Inc,East,Mid-Market,AM-024,Prepaid,2021-10-13,contact00578@customer00578.example.com,800 Commerce St,East City 1,XX,41134,TEC,CRM-NextGen,2021-09-21
CUST-00579,Customer Account 00579 Inc,North,SMB,AM-003,Net30,2018-12-19,contact00579@customer00579.example.com,6303 Commerce St,North City 7,XX,87394,RTL,CRM-NextGen,2018-10-13
CUST-00580,Customer Account 00580 Inc,West,Mid-Market,AM-012,Prepaid,2021-03-13,contact00580@customer00580.example.com,7579 Commerce St,West City 17,XX,22610,HLC,Manual-Import,2022-06-03
CUST-00581,Customer Account 00581 Inc,West,Mid-Market,AM-018,Net60,2023-05-02,contact00581@customer00581.example.com,6846 Commerce St,West City 9,XX,29940,CON,Manual-Import,2023-10-14
CUST-00582,Customer Account 00582 Inc,West,SMB,AM-032,Net30,2018-07-19,contact00582@customer00582.example.com,3404 Commerce St,West City 23,XX,36539,HLC,CRM-Legacy,2016-01-12
CUST-00583,Customer Account 00583 Inc,East,Mid-Market,AM-059,Net45,2023-12-29,contact00583@customer00583.example.com,6671 Commerce St,East City 26,XX,27043,LOG,CRM-Legacy,2023-12-11
CUST-00584,Customer Account 00584 Inc,Central,SMB,AM-034,Net60,2022-04-20,contact00584@customer00584.example.com,5946 Commerce St,Central City 21,XX,40121,CON,CRM-Legacy,2017-08-05
CUST-00585,Customer Account 00585 Inc,South,Mid-Market,AM-001,Prepaid,2019-07-28,contact00585@customer00585.example.com,3460 Commerce St,South City 9,XX,83863,TEC,CRM-NextGen,2021-05-27
CUST-00586,Customer Account 00586 Inc,Central,SMB,AM-039,Prepaid,2023-12-08,contact00586@customer00586.example.com,1000 Commerce St,Central City 35,XX,27385,CON,CRM-NextGen,2017-09-09
CUST-00587,Customer Account 00587 Inc,North,Enterprise,AM-056,Net60,2017-03-30,contact00587@customer00587.example.com,5708 Commerce St,North City 13,XX,77649,CON,CRM-NextGen,2021-08-06
CUST-00588,Customer Account 00588 Inc,East,SMB,AM-001,Net45,2017-06-09,contact00588@customer00588.example.com,177 Commerce St,East City 12,XX,79123,HLC,Manual-Import,2018-09-24
CUST-00589,Customer Account 00589 Inc,East,Enterprise,AM-045,Net30,2017-08-12,contact00589@customer00589.example.com,8728 Commerce St,East City 1,XX,16444,AGR,CRM-NextGen,2024-01-30
CUST-00590,Customer Account 00590 Inc,South,Mid-Market,AM-039,Net30,2023-06-17,contact00590@customer00590.example.com,4217 Commerce St,South City 10,XX,98604,MFG,Manual-Import,2020-03-09
CUST-00591,Customer Account 00591 Inc,West,Mid-Market,AM-016,Net45,2019-09-30,contact00591@customer00591.example.com,3033 Commerce St,West City 13,XX,22608,TEC,CRM-NextGen,2019-02-14
CUST-00592,Customer Account 00592 Inc,Central,SMB,AM-007,Net30,2021-10-04,contact00592@customer00592.example.com,2170 Commerce St,Central City 2,XX,87489,MFG,CRM-Legacy,2016-10-16
CUST-00593,Customer Account 00593 Inc,North,Enterprise,AM-004,Prepaid,2017-04-16,contact00593@customer00593.example.com,9156 Commerce St,North City 34,XX,66649,AGR,CRM-Legacy,2022-06-07
CUST-00594,Customer Account 00594 Inc,South,SMB,AM-037,Net45,2022-01-24,contact00594@customer00594.example.com,8843 Commerce St,South City 35,XX,76524,AGR,Manual-Import,2022-01-18
CUST-00595,Customer Account 00595 Inc,North,Mid-Market,AM-048,Net45,2017-10-01,contact00595@customer00595.example.com,2890 Commerce St,North City 4,XX,49568,HLC,CRM-NextGen,2016-10-02
CUST-00596,Customer Account 00596 Inc,West,Enterprise,AM-010,Net30,2018-06-19,contact00596@customer00596.example.com,4137 Commerce St,West City 38,XX,57276,HLC,Manual-Import,2017-12-23
CUST-00597,Customer Account 00597 Inc,Central,Mid-Market,AM-024,Net30,2021-07-14,contact00597@customer00597.example.com,5814 Commerce St,Central City 25,XX,68663,MFG,Manual-Import,2020-03-13
CUST-00598,Customer Account 00598 Inc,West,SMB,AM-003,Net45,2023-09-08,contact00598@customer00598.example.com,6541 Commerce St,West City 36,XX,83944,RTL,Manual-Import,2022-02-05
CUST-00599,Customer Account 00599 Inc,North,SMB,AM-047,Net30,2018-02-17,contact00599@customer00599.example.com,3541 Commerce St,North City 18,XX,66817,RTL,Manual-Import,2016-03-13
CUST-00600,Customer Account 00600 Inc,South,Mid-Market,AM-039,Net60,2018-01-14,contact00600@customer00600.example.com,9646 Commerce St,South City 34,XX,97391,TEC,CRM-NextGen,2024-03-02
CUST-00601,Customer Account 00601 Inc,West,SMB,AM-047,Net60,2022-05-08,contact00601@customer00601.example.com,8266 Commerce St,West City 5,XX,18916,MFG,CRM-NextGen,2023-07-08
CUST-00602,Customer Account 00602 Inc,North,Mid-Market,AM-009,Net30,2021-01-03,contact00602@customer00602.example.com,9062 Commerce St,North City 9,XX,10254,RTL,CRM-Legacy,2019-10-30
CUST-00603,Customer Account 00603 Inc,North,SMB,AM-022,Net45,2016-08-13,contact00603@customer00603.example.com,532 Commerce St,North City 20,XX,63261,RTL,CRM-Legacy,2020-12-25
CUST-00604,Customer Account 00604 Inc,East,Enterprise,AM-007,Prepaid,2022-08-08,contact00604@customer00604.example.com,3188 Commerce St,East City 10,XX,22117,AGR,Manual-Import,2018-03-30
CUST-00605,Customer Account 00605 Inc,West,Mid-Market,AM-014,Net30,2023-03-27,contact00605@customer00605.example.com,9459 Commerce St,West City 16,XX,91655,RTL,CRM-Legacy,2020-05-28
CUST-00606,Customer Account 00606 Inc,West,SMB,AM-023,Net30,2024-02-19,contact00606@customer00606.example.com,1675 Commerce St,West City 21,XX,48073,TEC,CRM-Legacy,2018-10-26
CUST-00607,Customer Account 00607 Inc,North,Mid-Market,AM-058,Net30,2017-06-17,contact00607@customer00607.example.com,3962 Commerce St,North City 38,XX,53036,LOG,Manual-Import,2019-07-31
CUST-00608,Customer Account 00608 Inc,Central,SMB,AM-021,Net60,2022-10-22,contact00608@customer00608.example.com,1712 Commerce St,Central City 20,XX,69824,HLC,Manual-Import,2018-06-23
CUST-00609,Customer Account 00609 Inc,South,Enterprise,AM-020,Net30,2022-05-24,contact00609@customer00609.example.com,2152 Commerce St,South City 5,XX,33728,HLC,CRM-Legacy,2022-11-09
CUST-00610,Customer Account 00610 Inc,North,Mid-Market,AM-024,Net30,2023-10-15,contact00610@customer00610.example.com,9378 Commerce St,North City 5,XX,27755,LOG,CRM-NextGen,2016-07-05
CUST-00611,Customer Account 00611 Inc,North,Mid-Market,AM-025,Net30,2019-01-15,contact00611@customer00611.example.com,2684 Commerce St,North City 21,XX,38929,RTL,Manual-Import,2020-09-03
CUST-00612,Customer Account 00612 Inc,East,SMB,AM-008,Prepaid,2020-10-17,contact00612@customer00612.example.com,486 Commerce St,East City 19,XX,35217,MFG,CRM-Legacy,2020-02-08
CUST-00613,Customer Account 00613 Inc,East,Mid-Market,AM-034,Net45,2021-07-25,contact00613@customer00613.example.com,2051 Commerce St,East City 3,XX,86820,RTL,CRM-Legacy,2022-01-21
CUST-00614,Customer Account 00614 Inc,East,Mid-Market,AM-009,Net60,2021-05-06,contact00614@customer00614.example.com,8312 Commerce St,East City 29,XX,73274,MFG,Manual-Import,2017-01-14
CUST-00615,Customer Account 00615 Inc,South,Mid-Market,AM-027,Net30,2019-09-23,contact00615@customer00615.example.com,3559 Commerce St,South City 26,XX,56781,AGR,CRM-Legacy,2023-10-19
CUST-00616,Customer Account 00616 Inc,South,Enterprise,AM-021,Prepaid,2018-03-03,contact00616@customer00616.example.com,9280 Commerce St,South City 6,XX,87777,HLC,CRM-NextGen,2023-03-02
CUST-00617,Customer Account 00617 Inc,North,Enterprise,AM-021,Net30,2020-04-16,contact00617@customer00617.example.com,344 Commerce St,North City 39,XX,91336,RTL,CRM-Legacy,2022-05-22
CUST-00618,Customer Account 00618 Inc,East,Mid-Market,AM-049,Net45,2021-02-01,contact00618@customer00618.example.com,6386 Commerce St,East City 17,XX,36913,RTL,CRM-NextGen,2019-07-02
CUST-00619,Customer Account 00619 Inc,East,SMB,AM-006,Prepaid,2022-10-23,contact00619@customer00619.example.com,6225 Commerce St,East City 12,XX,68855,TEC,Manual-Import,2017-11-27
CUST-00620,Customer Account 00620 Inc,North,SMB,AM-008,Net30,2017-02-06,contact00620@customer00620.example.com,4029 Commerce St,North City 31,XX,48200,RTL,CRM-Legacy,2022-09-21
CUST-00621,Customer Account 00621 Inc,East,Mid-Market,AM-022,Net45,2022-03-01,contact00621@customer00621.example.com,3341 Commerce St,East City 20,XX,69818,RTL,CRM-Legacy,2022-12-26
CUST-00622,Customer Account 00622 Inc,South,Enterprise,AM-021,Net30,2019-06-02,contact00622@customer00622.example.com,9684 Commerce St,South City 23,XX,62061,CON,Manual-Import,2022-11-11
CUST-00623,Customer Account 00623 Inc,North,Mid-Market,AM-032,Prepaid,2018-02-23,contact00623@customer00623.example.com,8354 Commerce St,North City 4,XX,64160,AGR,CRM-NextGen,2016-11-13
CUST-00624,Customer Account 00624 Inc,North,Mid-Market,AM-036,Net30,2022-06-14,contact00624@customer00624.example.com,4645 Commerce St,North City 3,XX,43110,RTL,Manual-Import,2023-06-21
CUST-00625,Customer Account 00625 Inc,North,Mid-Market,AM-034,Net30,2022-02-21,contact00625@customer00625.example.com,813 Commerce St,North City 36,XX,30802,RTL,Manual-Import,2023-05-28
CUST-00626,Customer Account 00626 Inc,North,SMB,AM-007,Net45,2017-05-09,contact00626@customer00626.example.com,1611 Commerce St,North City 11,XX,71683,MFG,CRM-NextGen,2022-08-08
CUST-00627,Customer Account 00627 Inc,North,Mid-Market,AM-059,Net30,2018-09-03,contact00627@customer00627.example.com,2657 Commerce St,North City 11,XX,93241,RTL,CRM-Legacy,2022-06-20
CUST-00628,Customer Account 00628 Inc,North,SMB,AM-004,Prepaid,2023-08-13,contact00628@customer00628.example.com,8652 Commerce St,North City 5,XX,46088,TEC,CRM-Legacy,2024-02-26
CUST-00629,Customer Account 00629 Inc,West,SMB,AM-051,Net30,2016-03-08,contact00629@customer00629.example.com,6441 Commerce St,West City 3,XX,34855,AGR,CRM-NextGen,2019-02-03
CUST-00630,Customer Account 00630 Inc,South,SMB,AM-040,Net45,2019-06-20,contact00630@customer00630.example.com,1120 Commerce St,South City 6,XX,34136,HLC,Manual-Import,2023-02-26
CUST-00631,Customer Account 00631 Inc,North,Enterprise,AM-020,Net45,2023-11-17,contact00631@customer00631.example.com,1932 Commerce St,North City 27,XX,45336,TEC,Manual-Import,2022-10-23
CUST-00632,Customer Account 00632 Inc,Central,SMB,AM-025,Prepaid,2023-01-16,contact00632@customer00632.example.com,4824 Commerce St,Central City 11,XX,25712,HLC,CRM-NextGen,2018-04-07
CUST-00633,Customer Account 00633 Inc,Central,Mid-Market,AM-039,Net60,2020-04-16,contact00633@customer00633.example.com,9471 Commerce St,Central City 38,XX,48893,TEC,CRM-Legacy,2022-06-09
CUST-00634,Customer Account 00634 Inc,Central,Mid-Market,AM-039,Prepaid,2016-05-06,contact00634@customer00634.example.com,5942 Commerce St,Central City 26,XX,58307,CON,Manual-Import,2017-01-09
CUST-00635,Customer Account 00635 Inc,East,Mid-Market,AM-047,Prepaid,2018-08-30,contact00635@customer00635.example.com,4462 Commerce St,East City 33,XX,49536,HLC,CRM-NextGen,2021-02-08
CUST-00636,Customer Account 00636 Inc,Central,Enterprise,AM-037,Prepaid,2019-06-22,contact00636@customer00636.example.com,2094 Commerce St,Central City 9,XX,19549,RTL,Manual-Import,2021-05-18
CUST-00637,Customer Account 00637 Inc,East,SMB,AM-001,Prepaid,2019-04-01,contact00637@customer00637.example.com,6042 Commerce St,East City 12,XX,89973,LOG,CRM-Legacy,2019-12-31
CUST-00638,Customer Account 00638 Inc,South,SMB,AM-037,Prepaid,2023-02-27,contact00638@customer00638.example.com,1903 Commerce St,South City 6,XX,83319,MFG,CRM-NextGen,2024-02-29
CUST-00639,Customer Account 00639 Inc,East,SMB,AM-001,Net45,2021-01-07,contact00639@customer00639.example.com,6160 Commerce St,East City 22,XX,96482,AGR,CRM-Legacy,2024-02-25
CUST-00640,Customer Account 00640 Inc,Central,Mid-Market,AM-003,Prepaid,2021-11-20,contact00640@customer00640.example.com,5782 Commerce St,Central City 12,XX,18699,LOG,CRM-NextGen,2019-10-02
CUST-00641,Customer Account 00641 Inc,Central,SMB,AM-010,Net45,2023-09-29,contact00641@customer00641.example.com,8591 Commerce St,Central City 4,XX,51194,AGR,CRM-NextGen,2017-10-07
CUST-00642,Customer Account 00642 Inc,North,Mid-Market,AM-001,Net45,2023-01-08,contact00642@customer00642.example.com,5134 Commerce St,North City 6,XX,17491,MFG,CRM-Legacy,2022-01-26
CUST-00643,Customer Account 00643 Inc,North,Enterprise,AM-024,Net30,2017-11-21,contact00643@customer00643.example.com,1602 Commerce St,North City 31,XX,92500,CON,Manual-Import,2022-04-01
CUST-00644,Customer Account 00644 Inc,Central,Mid-Market,AM-006,Net60,2022-07-19,contact00644@customer00644.example.com,4987 Commerce St,Central City 11,XX,11711,RTL,CRM-Legacy,2019-02-19
CUST-00645,Customer Account 00645 Inc,West,Enterprise,AM-020,Net60,2023-11-01,contact00645@customer00645.example.com,3222 Commerce St,West City 19,XX,96666,CON,CRM-NextGen,2016-12-29
CUST-00646,Customer Account 00646 Inc,Central,Mid-Market,AM-036,Prepaid,2023-08-27,contact00646@customer00646.example.com,2037 Commerce St,Central City 17,XX,98776,AGR,CRM-NextGen,2018-07-01
CUST-00647,Customer Account 00647 Inc,West,SMB,AM-035,Net45,2021-02-18,contact00647@customer00647.example.com,531 Commerce St,West City 28,XX,59248,LOG,CRM-Legacy,2023-08-08
CUST-00648,Customer Account 00648 Inc,East,Enterprise,AM-013,Net45,2020-07-09,contact00648@customer00648.example.com,8694 Commerce St,East City 39,XX,71038,TEC,CRM-NextGen,2018-09-19
CUST-00649,Customer Account 00649 Inc,South,Enterprise,AM-032,Net30,2017-06-15,contact00649@customer00649.example.com,2178 Commerce St,South City 6,XX,21716,MFG,CRM-NextGen,2021-12-06
CUST-00650,Customer Account 00650 Inc,North,Enterprise,AM-020,Prepaid,2020-03-16,contact00650@customer00650.example.com,7268 Commerce St,North City 13,XX,39211,HLC,CRM-Legacy,2018-08-04
CUST-00651,Customer Account 00651 Inc,Central,SMB,AM-001,Net30,2016-11-28,contact00651@customer00651.example.com,5569 Commerce St,Central City 9,XX,98024,RTL,CRM-Legacy,2018-09-21
CUST-00652,Customer Account 00652 Inc,South,Mid-Market,AM-010,Net60,2017-12-30,contact00652@customer00652.example.com,1054 Commerce St,South City 3,XX,14752,LOG,CRM-Legacy,2018-07-05
CUST-00653,Customer Account 00653 Inc,East,Mid-Market,AM-006,Prepaid,2017-01-04,contact00653@customer00653.example.com,269 Commerce St,East City 31,XX,43304,MFG,CRM-NextGen,2019-10-25
CUST-00654,Customer Account 00654 Inc,Central,Enterprise,AM-056,Net60,2017-08-27,contact00654@customer00654.example.com,8395 Commerce St,Central City 24,XX,41897,LOG,CRM-NextGen,2019-03-03
CUST-00655,Customer Account 00655 Inc,North,Enterprise,AM-039,Net30,2021-04-08,contact00655@customer00655.example.com,9217 Commerce St,North City 10,XX,29561,CON,CRM-Legacy,2016-09-22
CUST-00656,Customer Account 00656 Inc,West,Mid-Market,AM-031,Net30,2021-08-07,contact00656@customer00656.example.com,6689 Commerce St,West City 30,XX,18936,AGR,CRM-Legacy,2024-02-25
CUST-00657,Customer Account 00657 Inc,Central,SMB,AM-028,Prepaid,2016-02-25,contact00657@customer00657.example.com,929 Commerce St,Central City 36,XX,80326,CON,CRM-Legacy,2019-06-18
CUST-00658,Customer Account 00658 Inc,South,SMB,AM-026,Net45,2022-11-05,contact00658@customer00658.example.com,995 Commerce St,South City 32,XX,70881,TEC,CRM-NextGen,2019-01-18
CUST-00659,Customer Account 00659 Inc,South,Mid-Market,AM-056,Prepaid,2020-06-18,contact00659@customer00659.example.com,6427 Commerce St,South City 24,XX,55521,CON,Manual-Import,2021-11-09
CUST-00660,Customer Account 00660 Inc,Central,SMB,AM-033,Net30,2023-01-23,contact00660@customer00660.example.com,6897 Commerce St,Central City 18,XX,79674,RTL,Manual-Import,2020-09-25
CUST-00661,Customer Account 00661 Inc,Central,Mid-Market,AM-037,Net60,2023-04-25,contact00661@customer00661.example.com,7872 Commerce St,Central City 4,XX,57915,HLC,CRM-Legacy,2023-02-10
CUST-00662,Customer Account 00662 Inc,Central,Mid-Market,AM-056,Prepaid,2017-07-31,contact00662@customer00662.example.com,637 Commerce St,Central City 17,XX,66630,TEC,CRM-Legacy,2020-04-07
CUST-00663,Customer Account 00663 Inc,Central,Mid-Market,AM-017,Net45,2021-05-20,contact00663@customer00663.example.com,3808 Commerce St,Central City 25,XX,11773,CON,CRM-Legacy,2019-02-05
CUST-00664,Customer Account 00664 Inc,Central,Mid-Market,AM-020,Prepaid,2023-10-24,contact00664@customer00664.example.com,9098 Commerce St,Central City 16,XX,38574,CON,Manual-Import,2020-04-17
CUST-00665,Customer Account 00665 Inc,West,Mid-Market,AM-052,Net30,2019-07-26,contact00665@customer00665.example.com,5793 Commerce St,West City 33,XX,37056,RTL,CRM-Legacy,2020-11-17
CUST-00666,Customer Account 00666 Inc,South,SMB,AM-024,Net60,2021-12-04,contact00666@customer00666.example.com,5250 Commerce St,South City 1,XX,33750,AGR,CRM-NextGen,2021-10-10
CUST-00667,Customer Account 00667 Inc,West,Mid-Market,AM-034,Net30,2017-03-23,contact00667@customer00667.example.com,3045 Commerce St,West City 25,XX,93558,TEC,CRM-NextGen,2023-01-28
CUST-00668,Customer Account 00668 Inc,West,Mid-Market,AM-016,Net45,2018-01-16,contact00668@customer00668.example.com,5959 Commerce St,West City 25,XX,32797,MFG,Manual-Import,2019-03-21
CUST-00669,Customer Account 00669 Inc,West,Mid-Market,AM-011,Net30,2018-08-08,contact00669@customer00669.example.com,7216 Commerce St,West City 31,XX,41766,MFG,CRM-Legacy,2020-07-26
CUST-00670,Customer Account 00670 Inc,West,Enterprise,AM-036,Net30,2016-04-17,contact00670@customer00670.example.com,4675 Commerce St,West City 13,XX,16389,CON,CRM-NextGen,2023-11-27
CUST-00671,Customer Account 00671 Inc,East,SMB,AM-006,Prepaid,2021-09-09,contact00671@customer00671.example.com,3681 Commerce St,East City 27,XX,81832,TEC,Manual-Import,2023-12-10
CUST-00672,Customer Account 00672 Inc,West,SMB,AM-030,Prepaid,2018-02-26,contact00672@customer00672.example.com,196 Commerce St,West City 32,XX,31242,LOG,CRM-Legacy,2023-06-23
CUST-00673,Customer Account 00673 Inc,West,SMB,AM-018,Net30,2016-10-12,contact00673@customer00673.example.com,7920 Commerce St,West City 27,XX,21467,HLC,CRM-NextGen,2021-05-30
CUST-00674,Customer Account 00674 Inc,South,Enterprise,AM-025,Prepaid,2017-11-24,contact00674@customer00674.example.com,9277 Commerce St,South City 2,XX,99081,HLC,Manual-Import,2022-11-25
CUST-00675,Customer Account 00675 Inc,South,SMB,AM-044,Prepaid,2022-08-18,contact00675@customer00675.example.com,7305 Commerce St,South City 15,XX,19781,TEC,CRM-Legacy,2020-03-05
CUST-00676,Customer Account 00676 Inc,Central,Mid-Market,AM-007,Net30,2021-11-30,contact00676@customer00676.example.com,100 Commerce St,Central City 24,XX,55671,AGR,CRM-NextGen,2016-12-22
CUST-00677,Customer Account 00677 Inc,South,Mid-Market,AM-045,Net45,2023-03-15,contact00677@customer00677.example.com,3198 Commerce St,South City 10,XX,84836,TEC,CRM-NextGen,2020-01-01
CUST-00678,Customer Account 00678 Inc,West,Mid-Market,AM-016,Net60,2017-07-10,contact00678@customer00678.example.com,211 Commerce St,West City 23,XX,22487,LOG,Manual-Import,2018-08-07
CUST-00679,Customer Account 00679 Inc,South,SMB,AM-030,Net30,2019-09-19,contact00679@customer00679.example.com,1970 Commerce St,South City 33,XX,22984,TEC,Manual-Import,2019-08-13
CUST-00680,Customer Account 00680 Inc,North,Enterprise,AM-010,Net45,2021-01-08,contact00680@customer00680.example.com,3856 Commerce St,North City 33,XX,71904,MFG,Manual-Import,2023-06-23
CUST-00681,Customer Account 00681 Inc,South,Mid-Market,AM-022,Net45,2023-05-07,contact00681@customer00681.example.com,6547 Commerce St,South City 35,XX,41543,TEC,CRM-Legacy,2018-04-10
CUST-00682,Customer Account 00682 Inc,East,Mid-Market,AM-011,Net30,2022-05-30,contact00682@customer00682.example.com,991 Commerce St,East City 13,XX,27887,CON,Manual-Import,2017-08-08
CUST-00683,Customer Account 00683 Inc,East,Mid-Market,AM-029,Net60,2020-02-19,contact00683@customer00683.example.com,212 Commerce St,East City 23,XX,61106,LOG,CRM-NextGen,2023-05-23
CUST-00684,Customer Account 00684 Inc,South,Enterprise,AM-042,Net60,2023-07-20,contact00684@customer00684.example.com,5603 Commerce St,South City 35,XX,47788,LOG,CRM-NextGen,2019-12-08
CUST-00685,Customer Account 00685 Inc,South,SMB,AM-011,Net45,2019-03-11,contact00685@customer00685.example.com,4720 Commerce St,South City 14,XX,82643,HLC,CRM-NextGen,2020-08-04
CUST-00686,Customer Account 00686 Inc,West,SMB,AM-020,Net60,2021-04-27,contact00686@customer00686.example.com,5481 Commerce St,West City 20,XX,95376,MFG,CRM-Legacy,2023-09-10
CUST-00687,Customer Account 00687 Inc,Central,Mid-Market,AM-025,Prepaid,2019-09-30,contact00687@customer00687.example.com,7622 Commerce St,Central City 15,XX,44318,CON,CRM-NextGen,2016-02-11
CUST-00688,Customer Account 00688 Inc,North,Enterprise,AM-052,Prepaid,2024-03-18,contact00688@customer00688.example.com,5046 Commerce St,North City 25,XX,77942,MFG,CRM-Legacy,2020-08-14
CUST-00689,Customer Account 00689 Inc,East,SMB,AM-020,Net60,2022-03-16,contact00689@customer00689.example.com,4428 Commerce St,East City 20,XX,50007,TEC,Manual-Import,2024-03-06
CUST-00690,Customer Account 00690 Inc,West,Mid-Market,AM-040,Prepaid,2019-04-08,contact00690@customer00690.example.com,5538 Commerce St,West City 13,XX,27204,CON,CRM-Legacy,2020-10-29
CUST-00691,Customer Account 00691 Inc,East,Mid-Market,AM-051,Net30,2020-10-12,contact00691@customer00691.example.com,8857 Commerce St,East City 19,XX,60822,AGR,CRM-NextGen,2019-05-29
CUST-00692,Customer Account 00692 Inc,East,Mid-Market,AM-051,Net60,2021-09-08,contact00692@customer00692.example.com,9135 Commerce St,East City 35,XX,80487,AGR,CRM-NextGen,2018-10-24
CUST-00693,Customer Account 00693 Inc,East,Mid-Market,AM-042,Net30,2016-06-23,contact00693@customer00693.example.com,4319 Commerce St,East City 31,XX,81090,AGR,Manual-Import,2016-03-09
CUST-00694,Customer Account 00694 Inc,Central,Mid-Market,AM-056,Net30,2023-06-08,contact00694@customer00694.example.com,1933 Commerce St,Central City 31,XX,96889,LOG,CRM-NextGen,2022-11-05
CUST-00695,Customer Account 00695 Inc,Central,Mid-Market,AM-058,Prepaid,2017-11-12,contact00695@customer00695.example.com,2332 Commerce St,Central City 16,XX,42400,AGR,Manual-Import,2017-04-15
CUST-00696,Customer Account 00696 Inc,South,Mid-Market,AM-055,Net60,2023-03-12,contact00696@customer00696.example.com,3800 Commerce St,South City 19,XX,65221,AGR,CRM-NextGen,2023-11-14
CUST-00697,Customer Account 00697 Inc,West,SMB,AM-025,Net30,2017-11-11,contact00697@customer00697.example.com,2458 Commerce St,West City 32,XX,84025,AGR,CRM-Legacy,2018-06-04
CUST-00698,Customer Account 00698 Inc,South,Mid-Market,AM-002,Prepaid,2017-05-25,contact00698@customer00698.example.com,8615 Commerce St,South City 32,XX,24247,RTL,CRM-NextGen,2023-10-02
CUST-00699,Customer Account 00699 Inc,West,SMB,AM-058,Prepaid,2020-12-03,contact00699@customer00699.example.com,1625 Commerce St,West City 11,XX,21582,AGR,CRM-Legacy,2021-10-05
CUST-00700,Customer Account 00700 Inc,South,Mid-Market,AM-058,Net45,2016-06-25,contact00700@customer00700.example.com,1453 Commerce St,South City 39,XX,83430,AGR,CRM-NextGen,2017-10-26
CUST-00701,Customer Account 00701 Inc,North,Enterprise,AM-043,Net30,2020-07-31,contact00701@customer00701.example.com,8416 Commerce St,North City 15,XX,99983,HLC,Manual-Import,2018-01-03
CUST-00702,Customer Account 00702 Inc,West,Mid-Market,AM-017,Net30,2018-01-14,contact00702@customer00702.example.com,3586 Commerce St,West City 19,XX,34322,CON,Manual-Import,2021-11-03
CUST-00703,Customer Account 00703 Inc,South,Mid-Market,AM-040,Net30,2016-04-27,contact00703@customer00703.example.com,8437 Commerce St,South City 33,XX,47233,LOG,CRM-NextGen,2024-01-15
CUST-00704,Customer Account 00704 Inc,Central,Mid-Market,AM-057,Net30,2023-05-06,contact00704@customer00704.example.com,3248 Commerce St,Central City 18,XX,63486,AGR,Manual-Import,2023-11-06
CUST-00705,Customer Account 00705 Inc,West,Mid-Market,AM-047,Prepaid,2019-02-07,contact00705@customer00705.example.com,6240 Commerce St,West City 12,XX,53414,HLC,CRM-Legacy,2022-09-27
CUST-00706,Customer Account 00706 Inc,West,Mid-Market,AM-042,Net30,2021-11-04,contact00706@customer00706.example.com,8934 Commerce St,West City 15,XX,39728,TEC,Manual-Import,2019-01-16
CUST-00707,Customer Account 00707 Inc,South,SMB,AM-031,Net60,2022-01-02,contact00707@customer00707.example.com,249 Commerce St,South City 30,XX,18786,HLC,CRM-NextGen,2021-09-02
CUST-00708,Customer Account 00708 Inc,South,Mid-Market,AM-015,Net60,2020-10-15,contact00708@customer00708.example.com,6236 Commerce St,South City 27,XX,70082,LOG,Manual-Import,2018-07-03
