goal_id,employee_id,department_id,goal_description,weight,completion_pct,completion_unit,recorded_date
GL-7092,EMP-0961,DEPT-008,Complete mandatory compliance training,0.6476,91.5,pct,2024-03-23
GL-7093,EMP-0962,DEPT-008,Implement one process automation initiative,0.0731,73.5,pct,2024-03-07
GL-7094,EMP-0962,DEPT-008,Drive measurable cost reduction in operational budget,0.0646,64.1,pct,2024-03-09
GL-7095,EMP-0962,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.8624,49.7,pct,2024-03-18
GL-7096,EMP-0964,DEPT-008,Improve quarterly delivery velocity,0.0614,80.3,pct,2024-03-07
GL-7097,EMP-0964,DEPT-008,Complete leadership development programme,0.3334,92.6,pct,2024-03-16
GL-7098,EMP-0964,DEPT-008,Mentor two junior team members,0.1769,83.3,pct,2024-03-15
GL-7099,EMP-0964,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.0113,63.8,pct,2024-03-15
GL-7100,EMP-0964,DEPT-008,Reduce process error rate by 10 percent,0.4171,88.5,pct,2024-03-17
GL-7101,EMP-0965,DEPT-008,Drive measurable cost reduction in operational budget,0.5838,80.5,pct,2024-03-16
GL-7102,EMP-0965,DEPT-008,Reduce process error rate by 10 percent,0.0327,99.5,pct,2024-03-13
GL-7103,EMP-0965,DEPT-008,Complete mandatory compliance training,0.2512,70.9,pct,2024-03-25
GL-7104,EMP-0965,DEPT-008,Establish weekly reporting cadence for executive team,0.1324,65.1,pct,2024-03-30
GL-7105,EMP-0966,DEPT-006,Complete product certification or professional qualification,0.2919,41.4,pct,2024-03-26
GL-7106,EMP-0966,DEPT-006,Complete leadership development programme,0.3288,46.4,pct,2024-03-23
GL-7107,EMP-0966,DEPT-006,Establish weekly reporting cadence for executive team,0.3793,63.4,pct,2024-03-13
GL-7108,EMP-0967,DEPT-007,Achieve 95-percent-plus stakeholder satisfaction score,0.0832,61.6,pct,2024-03-20
GL-7109,EMP-0967,DEPT-007,Reduce process error rate by 10 percent,0.1709,56.5,pct,2024-03-30
GL-7110,EMP-0967,DEPT-007,Complete mandatory compliance training,0.1076,66.5,pct,2024-03-26
GL-7111,EMP-0967,DEPT-007,Establish weekly reporting cadence for executive team,0.6094,78.6,pct,2024-03-11
GL-7112,EMP-0967,DEPT-007,Complete leadership development programme,0.0289,78.1,pct,2024-03-23
GL-7113,EMP-0968,DEPT-007,Implement one process automation initiative,0.5068,60.6,pct,2024-03-18
GL-7114,EMP-0968,DEPT-007,Reduce process error rate by 10 percent,0.18,57.5,pct,2024-03-25
GL-7115,EMP-0968,DEPT-007,Complete leadership development programme,0.3132,65.6,pct,2024-03-10
GL-7116,EMP-0969,DEPT-006,Achieve 95-percent-plus stakeholder satisfaction score,0.1289,93.5,pct,2024-03-18
GL-7117,EMP-0969,DEPT-006,Reduce onboarding cycle time for new hires,0.2312,84.1,pct,2024-03-08
GL-7118,EMP-0969,DEPT-006,Establish weekly reporting cadence for executive team,0.3552,44.1,pct,2024-03-13
GL-7119,EMP-0969,DEPT-006,Drive measurable cost reduction in operational budget,0.2136,59.4,pct,2024-03-14
GL-7120,EMP-0969,DEPT-006,Deliver cross-functional project milestone,0.0712,63.3,pct,2024-03-28
GL-7121,EMP-0970,DEPT-005,Achieve 95-percent-plus stakeholder satisfaction score,0.1529,76.6,pct,2024-03-13
GL-7122,EMP-0970,DEPT-005,Mentor two junior team members,0.1547,85.1,pct,2024-03-07
GL-7123,EMP-0970,DEPT-005,Improve quarterly delivery velocity,0.0158,61.2,pct,2024-03-18
GL-7124,EMP-0970,DEPT-005,Complete product certification or professional qualification,0.1012,77.6,pct,2024-03-27
GL-7125,EMP-0970,DEPT-005,Reduce process error rate by 10 percent,0.5754,50.0,pct,2024-03-23
GL-7126,EMP-0971,DEPT-005,Establish weekly reporting cadence for executive team,0.4187,75.4,pct,2024-03-16
GL-7127,EMP-0971,DEPT-005,Deliver cross-functional project milestone,0.3461,94.0,pct,2024-03-22
GL-7128,EMP-0971,DEPT-005,Complete product certification or professional qualification,0.0937,94.1,pct,2024-03-22
GL-7129,EMP-0971,DEPT-005,Drive measurable cost reduction in operational budget,0.1416,60.9,pct,2024-03-24
GL-7130,EMP-0972,DEPT-006,Complete mandatory compliance training,0.7048,71.3,pct,2024-03-26
GL-7131,EMP-0972,DEPT-006,Complete leadership development programme,0.2568,92.4,pct,2024-03-23
GL-7132,EMP-0972,DEPT-006,Deliver cross-functional project milestone,0.0384,58.3,pct,2024-03-11
GL-7133,EMP-0973,DEPT-007,Complete mandatory compliance training,0.1265,74.2,pct,2024-03-22
GL-7134,EMP-0973,DEPT-007,Mentor two junior team members,0.2648,55.4,pct,2024-03-31
GL-7135,EMP-0973,DEPT-007,Establish weekly reporting cadence for executive team,0.3214,41.8,pct,2024-03-14
GL-7136,EMP-0973,DEPT-007,Drive measurable cost reduction in operational budget,0.039,86.2,pct,2024-03-29
GL-7137,EMP-0973,DEPT-007,Achieve 95-percent-plus stakeholder satisfaction score,0.2483,76.9,pct,2024-03-13
GL-7138,EMP-0974,DEPT-008,Establish weekly reporting cadence for executive team,0.12,53.9,pct,2024-03-14
GL-7139,EMP-0974,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.3182,42.6,pct,2024-03-09
GL-7140,EMP-0974,DEPT-008,Deliver cross-functional project milestone,0.2473,77.9,pct,2024-03-07
GL-7141,EMP-0974,DEPT-008,Complete product certification or professional qualification,0.003,42.5,pct,2024-03-24
GL-7142,EMP-0974,DEPT-008,Complete mandatory compliance training,0.3115,56.2,pct,2024-03-31
GL-7143,EMP-0975,DEPT-007,Drive measurable cost reduction in operational budget,0.1862,87.3,pct,2024-03-24
GL-7144,EMP-0975,DEPT-007,Reduce process error rate by 10 percent,0.0771,88.3,pct,2024-03-17
GL-7145,EMP-0975,DEPT-007,Complete mandatory compliance training,0.7367,49.6,pct,2024-03-23
GL-7146,EMP-0976,DEPT-008,Reduce onboarding cycle time for new hires,0.0196,49.1,pct,2024-03-11
GL-7147,EMP-0976,DEPT-008,Complete mandatory compliance training,0.053,66.4,pct,2024-03-22
GL-7148,EMP-0976,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.3697,87.1,pct,2024-03-07
GL-7149,EMP-0976,DEPT-008,Implement one process automation initiative,0.132,75.5,pct,2024-03-29
GL-7150,EMP-0976,DEPT-008,Reduce process error rate by 10 percent,0.4257,78.7,pct,2024-03-30
GL-7151,EMP-0977,DEPT-005,Implement one process automation initiative,0.0983,59.1,pct,2024-03-30
GL-7152,EMP-0977,DEPT-005,Complete product certification or professional qualification,0.3082,84.8,pct,2024-03-10
GL-7153,EMP-0977,DEPT-005,Establish weekly reporting cadence for executive team,0.5749,79.1,pct,2024-03-30
GL-7154,EMP-0977,DEPT-005,Mentor two junior team members,0.0187,51.4,pct,2024-03-18
GL-7155,EMP-0978,DEPT-008,Complete product certification or professional qualification,0.3488,72.6,pct,2024-03-09
GL-7156,EMP-0978,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.1002,92.2,pct,2024-03-11
GL-7157,EMP-0978,DEPT-008,Establish weekly reporting cadence for executive team,0.4788,68.4,pct,2024-03-09
GL-7158,EMP-0978,DEPT-008,Mentor two junior team members,0.0333,99.1,pct,2024-03-21
GL-7159,EMP-0978,DEPT-008,Reduce onboarding cycle time for new hires,0.0388,69.8,pct,2024-03-31
GL-7160,EMP-0979,DEPT-005,Reduce process error rate by 10 percent,0.2006,84.7,pct,2024-03-27
GL-7161,EMP-0979,DEPT-005,Drive measurable cost reduction in operational budget,0.0558,54.3,pct,2024-03-09
GL-7162,EMP-0979,DEPT-005,Complete mandatory compliance training,0.0578,74.0,pct,2024-03-12
GL-7163,EMP-0979,DEPT-005,Mentor two junior team members,0.0189,98.6,pct,2024-03-25
GL-7164,EMP-0979,DEPT-005,Reduce onboarding cycle time for new hires,0.6669,57.9,pct,2024-03-24
GL-7165,EMP-0980,DEPT-005,Achieve 95-percent-plus stakeholder satisfaction score,0.076,53.1,pct,2024-03-11
GL-7166,EMP-0980,DEPT-005,Complete product certification or professional qualification,0.1449,53.1,pct,2024-03-21
GL-7167,EMP-0980,DEPT-005,Establish weekly reporting cadence for executive team,0.0723,54.5,pct,2024-03-15
GL-7168,EMP-0980,DEPT-005,Reduce onboarding cycle time for new hires,0.6119,80.0,pct,2024-03-18
GL-7169,EMP-0980,DEPT-005,Complete leadership development programme,0.095,62.6,pct,2024-03-19
GL-7170,EMP-0981,DEPT-006,Complete leadership development programme,0.426,56.2,pct,2024-03-23
GL-7171,EMP-0981,DEPT-006,Deliver cross-functional project milestone,0.4604,53.2,pct,2024-03-23
GL-7172,EMP-0981,DEPT-006,Improve quarterly delivery velocity,0.1136,41.5,pct,2024-03-12
GL-7173,EMP-0982,DEPT-005,Reduce onboarding cycle time for new hires,0.2736,48.2,pct,2024-03-10
GL-7174,EMP-0982,DEPT-005,Reduce process error rate by 10 percent,0.1441,98.9,pct,2024-03-15
GL-7175,EMP-0982,DEPT-005,Complete leadership development programme,0.5823,74.6,pct,2024-03-27
GL-7176,EMP-0983,DEPT-007,Achieve 95-percent-plus stakeholder satisfaction score,0.309,93.1,pct,2024-03-13
GL-7177,EMP-0983,DEPT-007,Reduce onboarding cycle time for new hires,0.2648,62.6,pct,2024-03-08
GL-7178,EMP-0983,DEPT-007,Reduce process error rate by 10 percent,0.4099,82.6,pct,2024-03-23
GL-7179,EMP-0983,DEPT-007,Implement one process automation initiative,0.0163,42.7,pct,2024-03-18
GL-7180,EMP-0984,DEPT-006,Implement one process automation initiative,0.5697,45.6,pct,2024-03-31
GL-7181,EMP-0984,DEPT-006,Drive measurable cost reduction in operational budget,0.1477,79.3,pct,2024-03-29
GL-7182,EMP-0984,DEPT-006,Reduce process error rate by 10 percent,0.2826,52.1,pct,2024-03-25
GL-7183,EMP-0985,DEPT-008,Deliver cross-functional project milestone,0.2135,58.9,pct,2024-03-22
GL-7184,EMP-0985,DEPT-008,Complete mandatory compliance training,0.2777,86.9,pct,2024-03-23
GL-7185,EMP-0985,DEPT-008,Mentor two junior team members,0.2066,71.2,pct,2024-03-20
GL-7186,EMP-0985,DEPT-008,Complete leadership development programme,0.0364,43.4,pct,2024-03-21
GL-7187,EMP-0985,DEPT-008,Reduce process error rate by 10 percent,0.2658,91.1,pct,2024-03-15
GL-7188,EMP-0986,DEPT-005,Reduce process error rate by 10 percent,0.3466,40.7,pct,2024-03-09
GL-7189,EMP-0986,DEPT-005,Deliver cross-functional project milestone,0.2986,88.7,pct,2024-03-14
GL-7190,EMP-0986,DEPT-005,Implement one process automation initiative,0.0898,49.2,pct,2024-03-10
GL-7191,EMP-0986,DEPT-005,Achieve 95-percent-plus stakeholder satisfaction score,0.265,47.8,pct,2024-03-25
GL-7192,EMP-0987,DEPT-007,Mentor two junior team members,0.3264,49.6,pct,2024-03-14
GL-7193,EMP-0987,DEPT-007,Establish weekly reporting cadence for executive team,0.206,40.4,pct,2024-03-26
GL-7194,EMP-0987,DEPT-007,Drive measurable cost reduction in operational budget,0.4066,82.9,pct,2024-03-11
GL-7195,EMP-0987,DEPT-007,Implement one process automation initiative,0.061,53.6,pct,2024-03-10
GL-7196,EMP-0988,DEPT-008,Complete leadership development programme,0.0994,78.6,pct,2024-03-28
GL-7197,EMP-0988,DEPT-008,Complete mandatory compliance training,0.1679,67.5,pct,2024-03-30
GL-7198,EMP-0988,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.4533,52.9,pct,2024-03-08
GL-7199,EMP-0988,DEPT-008,Drive measurable cost reduction in operational budget,0.0895,63.0,pct,2024-03-17
GL-7200,EMP-0988,DEPT-008,Reduce onboarding cycle time for new hires,0.1899,46.8,pct,2024-03-07
GL-7201,EMP-0989,DEPT-008,Complete mandatory compliance training,0.2445,82.4,pct,2024-03-21
GL-7202,EMP-0989,DEPT-008,Deliver cross-functional project milestone,0.0571,40.6,pct,2024-03-30
GL-7203,EMP-0989,DEPT-008,Complete product certification or professional qualification,0.0194,43.2,pct,2024-03-16
GL-7204,EMP-0989,DEPT-008,Mentor two junior team members,0.679,67.5,pct,2024-03-22
GL-7205,EMP-0990,DEPT-008,Reduce process error rate by 10 percent,0.2601,75.4,pct,2024-03-07
GL-7206,EMP-0990,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.294,84.7,pct,2024-03-29
GL-7207,EMP-0990,DEPT-008,Mentor two junior team members,0.2586,96.7,pct,2024-03-26
GL-7208,EMP-0990,DEPT-008,Improve quarterly delivery velocity,0.1873,91.0,pct,2024-03-23
GL-7209,EMP-0992,DEPT-007,Mentor two junior team members,0.605,89.2,pct,2024-03-29
GL-7210,EMP-0992,DEPT-007,Establish weekly reporting cadence for executive team,0.2651,81.4,pct,2024-03-31
GL-7211,EMP-0992,DEPT-007,Improve quarterly delivery velocity,0.1073,71.3,pct,2024-03-21
GL-7212,EMP-0992,DEPT-007,Deliver cross-functional project milestone,0.0226,95.9,pct,2024-03-23
GL-7213,EMP-0993,DEPT-008,Complete product certification or professional qualification,0.0421,92.3,pct,2024-03-17
GL-7214,EMP-0993,DEPT-008,Reduce onboarding cycle time for new hires,0.0316,72.9,pct,2024-03-22
GL-7215,EMP-0993,DEPT-008,Establish weekly reporting cadence for executive team,0.9262,85.9,pct,2024-03-30
GL-7216,EMP-0994,DEPT-005,Deliver cross-functional project milestone,0.0091,47.9,pct,2024-03-30
GL-7217,EMP-0994,DEPT-005,Complete product certification or professional qualification,0.0372,61.8,pct,2024-03-30
GL-7218,EMP-0994,DEPT-005,Drive measurable cost reduction in operational budget,0.3364,78.9,pct,2024-03-08
GL-7219,EMP-0994,DEPT-005,Reduce process error rate by 10 percent,0.3617,71.7,pct,2024-03-17
GL-7220,EMP-0994,DEPT-005,Mentor two junior team members,0.2557,84.8,pct,2024-03-31
GL-7221,EMP-0995,DEPT-007,Complete leadership development programme,0.3117,41.0,pct,2024-03-25
GL-7222,EMP-0995,DEPT-007,Achieve 95-percent-plus stakeholder satisfaction score,0.1526,97.5,pct,2024-03-08
GL-7223,EMP-0995,DEPT-007,Mentor two junior team members,0.5357,89.5,pct,2024-03-07
GL-7224,EMP-0996,DEPT-006,Establish weekly reporting cadence for executive team,0.0159,53.1,pct,2024-03-10
GL-7225,EMP-0996,DEPT-006,Improve quarterly delivery velocity,0.1202,64.3,pct,2024-03-14
GL-7226,EMP-0996,DEPT-006,Reduce process error rate by 10 percent,0.8639,72.1,pct,2024-03-28
GL-7227,EMP-0997,DEPT-006,Complete product certification or professional qualification,0.1375,66.9,pct,2024-03-18
GL-7228,EMP-0997,DEPT-006,Deliver cross-functional project milestone,0.128,76.4,pct,2024-03-13
GL-7229,EMP-0997,DEPT-006,Complete leadership development programme,0.1541,93.9,pct,2024-03-25
GL-7230,EMP-0997,DEPT-006,Complete mandatory compliance training,0.5804,81.7,pct,2024-03-25
GL-7231,EMP-0998,DEPT-006,Implement one process automation initiative,0.4813,44.9,pct,2024-03-12
GL-7232,EMP-0998,DEPT-006,Complete leadership development programme,0.3163,97.2,pct,2024-03-26
GL-7233,EMP-0998,DEPT-006,Deliver cross-functional project milestone,0.2025,51.3,pct,2024-03-07
GL-7234,EMP-0999,DEPT-007,Reduce process error rate by 10 percent,0.0701,85.4,pct,2024-03-19
GL-7235,EMP-0999,DEPT-007,Drive measurable cost reduction in operational budget,0.8606,74.8,pct,2024-03-12
GL-7236,EMP-0999,DEPT-007,Improve quarterly delivery velocity,0.0693,70.0,pct,2024-03-10
GL-7237,EMP-1000,DEPT-008,Achieve 95-percent-plus stakeholder satisfaction score,0.1394,92.4,pct,2024-03-19
GL-7238,EMP-1000,DEPT-008,Reduce onboarding cycle time for new hires,0.5213,55.5,pct,2024-03-18
GL-7239,EMP-1000,DEPT-008,Complete leadership development programme,0.0942,57.5,pct,2024-03-11
GL-7240,EMP-1000,DEPT-008,Reduce process error rate by 10 percent,0.2074,49.8,pct,2024-03-07
GL-7241,EMP-1000,DEPT-008,Implement one process automation initiative,0.0377,92.9,pct,2024-03-21
GL-7242,EMP-0002,DEPT-010,Achieve 95-percent-plus stakeholder satisfaction score,0.0258,0.6907,fraction,2024-03-15
GL-7243,EMP-0002,DEPT-010,Drive measurable cost reduction in operational budget,0.0505,0.4671,fraction,2024-03-23
GL-7244,EMP-0002,DEPT-010,Mentor two junior team members,0.7649,0.7155,fraction,2024-03-13
GL-7245,EMP-0002,DEPT-010,Establish weekly reporting cadence for executive team,0.0748,0.745,fraction,2024-03-19
GL-7246,EMP-0002,DEPT-010,Complete product certification or professional qualification,0.084,0.5329,fraction,2024-03-21
GL-7247,EMP-0003,DEPT-009,Implement one process automation initiative,0.2048,0.8325,fraction,2024-03-09
GL-7248,EMP-0003,DEPT-009,Reduce process error rate by 10 percent,0.0978,0.5536,fraction,2024-03-26
GL-7249,EMP-0003,DEPT-009,Complete product certification or professional qualification,0.2386,0.8962,fraction,2024-03-12
GL-7250,EMP-0003,DEPT-009,Deliver cross-functional project milestone,0.4588,0.9447,fraction,2024-03-25
GL-7251,EMP-0004,DEPT-009,Complete mandatory compliance training,0.2248,0.4801,fraction,2024-03-28
GL-7252,EMP-0004,DEPT-009,Reduce process error rate by 10 percent,0.0713,0.4189,fraction,2024-03-07
GL-7253,EMP-0004,DEPT-009,Mentor two junior team members,0.1443,0.7024,fraction,2024-03-11
GL-7254,EMP-0004,DEPT-009,Complete product certification or professional qualification,0.5596,0.572,fraction,2024-03-09
GL-7255,EMP-0005,DEPT-011,Complete product certification or professional qualification,0.1833,0.4264,fraction,2024-03-25
GL-7256,EMP-0005,DEPT-011,Reduce onboarding cycle time for new hires,0.5521,0.5331,fraction,2024-03-24
GL-7257,EMP-0005,DEPT-011,Implement one process automation initiative,0.2176,0.8664,fraction,2024-03-24
GL-7258,EMP-0005,DEPT-011,Establish weekly reporting cadence for executive team,0.047,0.6516,fraction,2024-03-20
GL-7259,EMP-0007,DEPT-009,Drive measurable cost reduction in operational budget,0.1908,0.5415,fraction,2024-03-25
GL-7260,EMP-0007,DEPT-009,Reduce process error rate by 10 percent,0.6309,0.8151,fraction,2024-03-22
GL-7261,EMP-0007,DEPT-009,Mentor two junior team members,0.0814,0.6856,fraction,2024-03-28
GL-7262,EMP-0007,DEPT-009,Reduce onboarding cycle time for new hires,0.0969,0.6271,fraction,2024-03-12
GL-7263,EMP-0008,DEPT-011,Achieve 95-percent-plus stakeholder satisfaction score,0.8884,0.6835,fraction,2024-03-14
GL-7264,EMP-0008,DEPT-011,Reduce process error rate by 10 percent,0.0072,0.4186,fraction,2024-03-25
GL-7265,EMP-0008,DEPT-011,Complete leadership development programme,0.1043,0.6415,fraction,2024-03-21
GL-7266,EMP-0009,DEPT-011,Improve quarterly delivery velocity,0.1258,0.8194,fraction,2024-03-27
GL-7267,EMP-0009,DEPT-011,Reduce onboarding cycle time for new hires,0.1182,0.6935,fraction,2024-03-08
GL-7268,EMP-0009,DEPT-011,Implement one process automation initiative,0.1176,0.8676,fraction,2024-03-18
GL-7269,EMP-0009,DEPT-011,Deliver cross-functional project milestone,0.098,0.8427,fraction,2024-03-18
GL-7270,EMP-0009,DEPT-011,Complete mandatory compliance training,0.5405,0.5795,fraction,2024-03-31
GL-7271,EMP-0010,DEPT-009,Drive measurable cost reduction in operational budget,0.0134,0.6689,fraction,2024-03-30
GL-7272,EMP-0010,DEPT-009,Achieve 95-percent-plus stakeholder satisfaction score,0.0215,0.9293,fraction,2024-03-31
GL-7273,EMP-0010,DEPT-009,Reduce process error rate by 10 percent,0.9651,0.4107,fraction,2024-03-12
GL-7274,EMP-0011,DEPT-011,Complete mandatory compliance training,0.5078,0.6896,fraction,2024-03-13
GL-7275,EMP-0011,DEPT-011,Reduce process error rate by 10 percent,0.0113,0.8395,fraction,2024-03-25
GL-7276,EMP-0011,DEPT-011,Mentor two junior team members,0.023,0.5027,fraction,2024-03-22
GL-7277,EMP-0011,DEPT-011,Implement one process automation initiative,0.374,0.8646,fraction,2024-03-31
GL-7278,EMP-0011,DEPT-011,Reduce onboarding cycle time for new hires,0.0839,0.9132,fraction,2024-03-30
GL-7279,EMP-0012,DEPT-010,Achieve 95-percent-plus stakeholder satisfaction score,0.7379,0.5184,fraction,2024-03-10
GL-7280,EMP-0012,DEPT-010,Reduce onboarding cycle time for new hires,0.1551,0.9455,fraction,2024-03-26
GL-7281,EMP-0012,DEPT-010,Drive measurable cost reduction in operational budget,0.0469,0.4221,fraction,2024-03-13
GL-7282,EMP-0012,DEPT-010,Complete mandatory compliance training,0.0051,0.5647,fraction,2024-03-11
GL-7283,EMP-0012,DEPT-010,Complete leadership development programme,0.055,0.6686,fraction,2024-03-13
GL-7284,EMP-0013,DEPT-011,Complete product certification or professional qualification,0.5449,0.809,fraction,2024-03-18
GL-7285,EMP-0013,DEPT-011,Reduce process error rate by 10 percent,0.1879,0.5973,fraction,2024-03-12
GL-7286,EMP-0013,DEPT-011,Achieve 95-percent-plus stakeholder satisfaction score,0.2672,0.6999,fraction,2024-03-31
GL-7287,EMP-0015,DEPT-012,Achieve 95-percent-plus stakeholder satisfaction score,0.2142,0.6301,fraction,2024-03-22
GL-7288,EMP-0015,DEPT-012,Improve quarterly delivery velocity,0.0354,0.6172,fraction,2024-03-28
GL-7289,EMP-0015,DEPT-012,Reduce onboarding cycle time for new hires,0.6171,0.9085,fraction,2024-03-14
GL-7290,EMP-0015,DEPT-012,Establish weekly reporting cadence for executive team,0.1333,0.6275,fraction,2024-03-12
GL-7291,EMP-0016,DEPT-012,Mentor two junior team members,0.2129,0.4329,fraction,2024-03-16
GL-7292,EMP-0016,DEPT-012,Complete product certification or professional qualification,0.0921,0.6632,fraction,2024-03-20
GL-7293,EMP-0016,DEPT-012,Complete mandatory compliance training,0.5325,0.4883,fraction,2024-03-31
GL-7294,EMP-0016,DEPT-012,Drive measurable cost reduction in operational budget,0.1624,0.4812,fraction,2024-03-29
GL-7295,EMP-0017,DEPT-009,Establish weekly reporting cadence for executive team,0.1326,0.4965,fraction,2024-03-11
GL-7296,EMP-0017,DEPT-009,Complete leadership development programme,0.0002,0.9637,fraction,2024-03-30
GL-7297,EMP-0017,DEPT-009,Achieve 95-percent-plus stakeholder satisfaction score,0.0255,0.7503,fraction,2024-03-29
GL-7298,EMP-0017,DEPT-009,Reduce process error rate by 10 percent,0.0135,0.5538,fraction,2024-03-19
GL-7299,EMP-0017,DEPT-009,Complete product certification or professional qualification,0.8283,0.4508,fraction,2024-03-23
GL-7300,EMP-0018,DEPT-011,Achieve 95-percent-plus stakeholder satisfaction score,0.1816,0.8069,fraction,2024-03-10
GL-7301,EMP-0018,DEPT-011,Mentor two junior team members,0.5029,0.6774,fraction,2024-03-23
GL-7302,EMP-0018,DEPT-011,Improve quarterly delivery velocity,0.2679,0.8626,fraction,2024-03-28
GL-7303,EMP-0018,DEPT-011,Drive measurable cost reduction in operational budget,0.0476,0.5305,fraction,2024-03-07
GL-7304,EMP-0019,DEPT-010,Complete product certification or professional qualification,0.5122,0.5355,fraction,2024-03-27
GL-7305,EMP-0019,DEPT-010,Complete leadership development programme,0.0455,0.589,fraction,2024-03-20
GL-7306,EMP-0019,DEPT-010,Reduce process error rate by 10 percent,0.009,0.929,fraction,2024-03-29
GL-7307,EMP-0019,DEPT-010,Achieve 95-percent-plus stakeholder satisfaction score,0.2635,0.7818,fraction,2024-03-23
GL-7308,EMP-0019,DEPT-010,Implement one process automation initiative,0.1697,0.6304,fraction,2024-03-31
GL-7309,EMP-0020,DEPT-009,Drive measurable cost reduction in operational budget,0.0167,0.6684,fraction,2024-03-12
GL-7310,EMP-0020,DEPT-009,Deliver cross-functional project milestone,0.1392,0.9813,fraction,2024-03-21
GL-7311,EMP-0020,DEPT-009,Mentor two junior team members,0.8441,0.6408,fraction,2024-03-12
GL-7312,EMP-0021,DEPT-011,Complete mandatory compliance training,0.5254,0.4928,fraction,2024-03-21
GL-7313,EMP-0021,DEPT-011,Reduce process error rate by 10 percent,0.0036,0.9256,fraction,2024-03-12
GL-7314,EMP-0021,DEPT-011,Establish weekly reporting cadence for executive team,0.3892,0.9741,fraction,2024-03-10
GL-7315,EMP-0021,DEPT-011,Complete leadership development programme,0.0818,0.9897,fraction,2024-03-07
GL-7316,EMP-0023,DEPT-012,Establish weekly reporting cadence for executive team,0.2208,0.4152,fraction,2024-03-12
GL-7317,EMP-0023,DEPT-012,Reduce process error rate by 10 percent,0.0389,0.8549,fraction,2024-03-21
GL-7318,EMP-0023,DEPT-012,Reduce onboarding cycle time for new hires,0.1946,0.9874,fraction,2024-03-11
GL-7319,EMP-0023,DEPT-012,Complete product certification or professional qualification,0.427,0.8822,fraction,2024-03-29
GL-7320,EMP-0023,DEPT-012,Deliver cross-functional project milestone,0.1188,0.5854,fraction,2024-03-28
GL-7321,EMP-0024,DEPT-009,Deliver cross-functional project milestone,0.1399,0.657,fraction,2024-03-15
GL-7322,EMP-0024,DEPT-009,Mentor two junior team members,0.2818,0.5809,fraction,2024-03-24
GL-7323,EMP-0024,DEPT-009,Achieve 95-percent-plus stakeholder satisfaction score,0.5783,0.4453,fraction,2024-03-30
GL-7324,EMP-0025,DEPT-009,Implement one process automation initiative,0.1355,0.546,fraction,2024-03-15
GL-7325,EMP-0025,DEPT-009,Complete mandatory compliance training,0.6741,0.6292,fraction,2024-03-15
GL-7326,EMP-0025,DEPT-009,Establish weekly reporting cadence for executive team,0.1787,0.5935,fraction,2024-03-26
GL-7327,EMP-0025,DEPT-009,Complete product certification or professional qualification,0.0117,0.8333,fraction,2024-03-27
GL-7328,EMP-0028,DEPT-010,Establish weekly reporting cadence for executive team,0.2821,0.7119,fraction,2024-03-20
GL-7329,EMP-0028,DEPT-010,Deliver cross-functional project milestone,0.6293,0.6953,fraction,2024-03-16
GL-7330,EMP-0028,DEPT-010,Drive measurable cost reduction in operational budget,0.0887,0.7201,fraction,2024-03-14
GL-7331,EMP-0029,DEPT-010,Achieve 95-percent-plus stakeholder satisfaction score,0.3343,0.5673,fraction,2024-03-10
GL-7332,EMP-0029,DEPT-010,Reduce process error rate by 10 percent,0.009,0.8922,fraction,2024-03-08
GL-7333,EMP-0029,DEPT-010,Complete leadership development programme,0.6519,0.7241,fraction,2024-03-11
GL-7334,EMP-0029,DEPT-010,Reduce onboarding cycle time for new hires,0.0047,0.4685,fraction,2024-03-19
GL-7335,EMP-0030,DEPT-010,Improve quarterly delivery velocity,0.1959,0.7829,fraction,2024-03-19
GL-7336,EMP-0030,DEPT-010,Deliver cross-functional project milestone,0.1642,0.4345,fraction,2024-03-15
GL-7337,EMP-0030,DEPT-010,Reduce onboarding cycle time for new hires,0.2976,0.4516,fraction,2024-03-30
GL-7338,EMP-0030,DEPT-010,Achieve 95-percent-plus stakeholder satisfaction score,0.2354,0.9108,fraction,2024-03-11
GL-7339,EMP-0030,DEPT-010,Complete mandatory compliance training,0.1069,0.8033,fraction,2024-03-10
GL-7340,EMP-0031,DEPT-012,Complete leadership development programme,0.1141,0.4096,fraction,2024-03-17
GL-7341,EMP-0031,DEPT-012,Mentor two junior team members,0.0917,0.5404,fraction,2024-03-20
GL-7342,EMP-0031,DEPT-012,Complete product certification or professional qualification,0.1681,0.5421,fraction,2024-03-19
GL-7343,EMP-0031,DEPT-012,Implement one process automation initiative,0.5152,0.5693,fraction,2024-03-07
GL-7344,EMP-0031,DEPT-012,Drive measurable cost reduction in operational budget,0.1109,0.9389,fraction,2024-03-09
GL-7345,EMP-0032,DEPT-010,Mentor two junior team members,0.4877,0.8847,fraction,2024-03-29
GL-7346,EMP-0032,DEPT-010,Deliver cross-functional project milestone,0.2355,0.6417,fraction,2024-03-21
GL-7347,EMP-0032,DEPT-010,Complete leadership development programme,0.2743,0.5168,fraction,2024-03-08
