work_package_id,project_id,control_account_id,work_package_name,discipline,work_type,ev_technique,completion_status,planned_start_date,planned_finish_date,actual_start_date,actual_finish_date,phase,risk_level,procurement_method,technical_category,responsible_engineer,specification_reference,drawing_number,inspection_class,environmental_permit_required,safety_classification,location_code,subcontractor_id,notes,wbs_level,wp_global_seq
WP-015,P005,CA-P005-03,I&C WP 05 — Procurement,I&C,Commissioning,percent_complete,complete,2023-10-30,2024-04-07,2023-11-07,2024-04-14,Procurement,Low,Purchase Order,Environmental,ENG-P005-0175,SPEC-P005-015-REV1,DWG-P005-03-005,C,False,High,LOC-P005-558,SUB-9349,Pending permit,3,175
WP-016,P005,CA-P005-04,Architectural WP 01 — Detailed Design,Architectural,Commissioning,percent_complete,in_progress,2023-11-29,2024-02-02,2023-12-01,,Detailed Design,Medium,Purchase Order,Architectural,ENG-P005-0176,SPEC-P005-016-REV2,DWG-P005-04-001,C,True,High,LOC-P005-872,SUB-2798,,3,176
WP-017,P005,CA-P005-04,Architectural WP 02 — Detailed Design,Architectural,Construction,0_100,in_progress,2023-11-21,2024-06-10,2023-11-28,,Detailed Design,High,Purchase Order,Architectural,ENG-P005-0177,SPEC-P005-017-REV2,DWG-P005-04-002,A,True,High,LOC-P005-706,SUB-3790,,3,177
WP-018,P005,CA-P005-04,Architectural WP 03 — Detailed Design,Architectural,Construction,percent_complete,in_progress,2023-10-05,2024-06-02,2023-10-15,,Detailed Design,Critical,Purchase Order,I&C,ENG-P005-0178,SPEC-P005-018-REV1,DWG-P005-04-003,C,False,High,LOC-P005-956,,,3,178
WP-019,P005,CA-P005-04,Architectural WP 04 — Detailed Design,Architectural,Procurement,percent_complete,in_progress,2023-10-22,2024-07-21,2023-10-31,,Detailed Design,Low,Purchase Order,Structural,ENG-P005-0179,SPEC-P005-019-REV1,DWG-P005-04-004,B,True,Standard,LOC-P005-288,,,3,179
WP-020,P005,CA-P005-04,Architectural WP 05 — Detailed Design,Architectural,Procurement,percent_complete,complete,2023-10-27,2024-02-28,2023-10-27,2024-02-27,Detailed Design,Medium,Purchase Order,Geotechnical,ENG-P005-0180,SPEC-P005-020-REV1,DWG-P005-04-005,B,True,Standard,LOC-P005-401,SUB-5108,Material on order,3,180
WP-021,P005,CA-P005-05,Architectural WP 01 — Preliminary Design,Architectural,Testing,percent_complete,in_progress,2023-10-01,2024-02-29,2023-10-13,,Preliminary Design,High,Purchase Order,Geotechnical,ENG-P005-0181,SPEC-P005-021-REV2,DWG-P005-05-001,C,True,Elevated,LOC-P005-187,,,3,181
WP-022,P005,CA-P005-05,Architectural WP 02 — Preliminary Design,Architectural,Commissioning,0_100,in_progress,2023-11-17,2024-09-08,2023-11-24,,Preliminary Design,Critical,Purchase Order,Environmental,ENG-P005-0182,SPEC-P005-022-REV1,DWG-P005-05-002,C,False,High,LOC-P005-138,,,3,182
WP-023,P005,CA-P005-05,Architectural WP 03 — Preliminary Design,Architectural,Procurement,0_100,in_progress,2023-11-02,2024-02-05,2023-11-13,,Preliminary Design,Low,Subcontract,Civil,ENG-P005-0183,SPEC-P005-023-REV3,DWG-P005-05-003,B,False,Standard,LOC-P005-236,,,3,183
WP-024,P005,CA-P005-05,Architectural WP 04 — Preliminary Design,Architectural,Commissioning,0_100,in_progress,2023-11-29,2024-03-18,2023-11-25,,Preliminary Design,High,Direct Labor,Civil,ENG-P005-0184,SPEC-P005-024-REV2,DWG-P005-05-004,B,False,High,LOC-P005-551,,,3,184
WP-025,P005,CA-P005-05,Architectural WP 05 — Preliminary Design,Architectural,Management,percent_complete,in_progress,2023-11-23,2024-05-22,2023-12-03,,Preliminary Design,Medium,Rental,Geotechnical,ENG-P005-0185,SPEC-P005-025-REV2,DWG-P005-05-005,A,False,Elevated,LOC-P005-303,SUB-2678,,3,185
WP-026,P005,CA-P005-06,Geotechnical WP 01 — Close-Out,Geotechnical,Engineering,percent_complete,in_progress,2023-10-25,2024-03-27,2023-10-31,,Close-Out,High,Purchase Order,Mechanical,ENG-P005-0186,SPEC-P005-026-REV1,DWG-P005-06-001,B,False,Elevated,LOC-P005-372,,,3,186
WP-027,P005,CA-P005-06,Geotechnical WP 02 — Close-Out,Geotechnical,Construction,percent_complete,in_progress,2023-11-13,2024-02-05,2023-11-25,,Close-Out,Critical,Subcontract,Mechanical,ENG-P005-0187,SPEC-P005-027-REV3,DWG-P005-06-002,A,False,Elevated,LOC-P005-211,SUB-7105,,3,187
WP-028,P005,CA-P005-06,Geotechnical WP 03 — Close-Out,Geotechnical,Commissioning,0_100,complete,2023-11-15,2024-03-25,2023-11-26,2024-03-19,Close-Out,Medium,Purchase Order,Environmental,ENG-P005-0188,SPEC-P005-028-REV3,DWG-P005-06-003,B,True,Elevated,LOC-P005-200,,,3,188
WP-029,P005,CA-P005-06,Geotechnical WP 04 — Close-Out,Geotechnical,Testing,percent_complete,not_started,2023-11-01,2024-04-17,,,Close-Out,Medium,Subcontract,Civil,ENG-P005-0189,SPEC-P005-029-REV3,DWG-P005-06-004,A,True,Elevated,LOC-P005-346,SUB-4170,,3,189
WP-030,P005,CA-P005-06,Geotechnical WP 05 — Close-Out,Geotechnical,Procurement,percent_complete,in_progress,2023-10-18,2024-07-23,2023-10-20,,Close-Out,Medium,Subcontract,Civil,ENG-P005-0190,SPEC-P005-030-REV2,DWG-P005-06-005,A,True,Standard,LOC-P005-780,,Schedule risk,3,190
WP-031,P005,CA-P005-07,Architectural WP 01 — Procurement,Architectural,Construction,percent_complete,complete,2023-10-03,2024-04-01,2023-10-14,2024-04-07,Procurement,Critical,Purchase Order,Geotechnical,ENG-P005-0191,SPEC-P005-031-REV2,DWG-P005-07-001,C,False,Standard,LOC-P005-789,,,3,191
WP-032,P005,CA-P005-07,Architectural WP 02 — Procurement,Architectural,Construction,0_100,complete,2023-10-05,2024-07-14,2023-10-10,2024-07-06,Procurement,Low,Subcontract,Environmental,ENG-P005-0192,SPEC-P005-032-REV1,DWG-P005-07-002,A,False,High,LOC-P005-818,,Material on order,3,192
WP-033,P005,CA-P005-07,Architectural WP 03 — Procurement,Architectural,Engineering,percent_complete,in_progress,2023-10-22,2024-01-13,2023-11-01,,Procurement,High,Subcontract,Electrical,ENG-P005-0193,SPEC-P005-033-REV1,DWG-P005-07-003,C,False,Elevated,LOC-P005-143,SUB-8913,Material on order,3,193
WP-034,P005,CA-P005-07,Architectural WP 04 — Procurement,Architectural,Engineering,percent_complete,in_progress,2023-11-25,2024-05-05,2023-12-05,,Procurement,Medium,Subcontract,Mechanical,ENG-P005-0194,SPEC-P005-034-REV2,DWG-P005-07-004,A,False,Standard,LOC-P005-646,,Material on order,3,194
WP-035,P005,CA-P005-07,Architectural WP 05 — Procurement,Architectural,Management,0_100,complete,2023-11-04,2024-08-22,2023-11-04,2024-08-27,Procurement,High,Rental,Structural,ENG-P005-0195,SPEC-P005-035-REV1,DWG-P005-07-005,C,True,Elevated,LOC-P005-303,,,3,195
WP-036,P005,CA-P005-08,Structural WP 01 — Construction,Structural,Procurement,percent_complete,in_progress,2023-11-19,2024-02-27,2023-12-03,,Construction,High,Subcontract,Civil,ENG-P005-0196,SPEC-P005-036-REV2,DWG-P005-08-001,B,False,Standard,LOC-P005-160,,,3,196
WP-037,P005,CA-P005-08,Structural WP 02 — Construction,Structural,Engineering,0_100,complete,2023-10-05,2024-05-11,2023-10-07,2024-05-04,Construction,Low,Subcontract,Mechanical,ENG-P005-0197,SPEC-P005-037-REV1,DWG-P005-08-002,B,False,Elevated,LOC-P005-497,SUB-7415,,3,197
WP-038,P005,CA-P005-08,Structural WP 03 — Construction,Structural,Commissioning,0_100,in_progress,2023-10-07,2024-06-07,2023-10-11,,Construction,Critical,Rental,Civil,ENG-P005-0198,SPEC-P005-038-REV3,DWG-P005-08-003,A,False,Elevated,LOC-P005-951,SUB-3935,,3,198
WP-039,P005,CA-P005-08,Structural WP 04 — Construction,Structural,Engineering,percent_complete,complete,2023-10-22,2024-06-15,2023-10-25,2024-07-01,Construction,Medium,Purchase Order,I&C,ENG-P005-0199,SPEC-P005-039-REV1,DWG-P005-08-004,B,False,Standard,LOC-P005-192,,,3,199
WP-040,P005,CA-P005-08,Structural WP 05 — Construction,Structural,Construction,0_100,complete,2023-10-21,2024-06-29,2023-11-04,2024-07-04,Construction,Critical,Subcontract,Architectural,ENG-P005-0200,SPEC-P005-040-REV2,DWG-P005-08-005,C,False,Elevated,LOC-P005-851,SUB-1545,,3,200
